; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",1040531456,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1536577323,"CurrentTimeLocal","Mon Sep 10 14:02:03 2018","Hostname","localhost.localdomain","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.002875
; "Time_ContextDestroy [ms]", 0.003542
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,11,5,"Success",0.087123,65.85835,65.966222,0.003,0.014875,0.010333,0.001375,0.01175,131.968985,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,0,6,"Warmup",0.009125,96.602053,93.988343,0.005375,0.034083,0.021666,0.001958,0.019291,190.700892,2048,0,2048,1.1803478515e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,1,6,"Warmup",0.037083,95.082975,94.039633,0.003875,0.033124,0.058582,0.002084,0.017875,189.293311,2048,0,2048,1.1803478515e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,2,6,"Success",0.038248,94.969812,92.504348,0.00475,0.030124,0.021707,0.001834,0.052915,187.64103,2048,0,2048,1.1803478515e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,3,6,"Success",0.036665,95.312885,93.932804,0.00525,0.031333,0.022374,0.001875,0.017041,189.378309,2048,0,2048,1.1803478515e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,4,6,"Success",0.042374,94.795526,93.87343,0.005333,0.032624,0.057998,0.002167,0.018083,188.845784,2048,0,2048,1.1803478515e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,5,6,"Success",0.036999,95.209805,94.240835,0.003833,0.030124,0.021874,0.001875,0.016457,189.577928,2048,0,2048,1.1803478515e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,6,6,"Success",0.037832,94.939314,93.967552,0.004167,0.037165,0.026291,0.001916,0.019124,189.052069,2048,0,2048,1.1803478515e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,7,6,"Success",0.035207,94.740236,93.881721,0.005333,0.036499,0.022958,0.001833,0.018416,188.760036,2048,0,2048,1.1803478515e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,8,6,"Success",0.032666,95.059559,92.654593,0.005084,0.031582,0.021957,0.001875,0.017957,187.946395,2048,0,2048,1.1803478515e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,9,6,"Success",0.035415,94.856774,93.876722,0.034458,0.035208,0.022458,0.001958,0.017458,188.899366,2048,0,2048,1.1803478515e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,10,6,"Success",0.033874,95.169223,94.12288,0.005042,0.029999,0.021708,0.001916,0.016708,189.417766,2048,0,2048,1.1803478515e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,11,6,"Success",0.037624,95.393132,93.957511,0.003667,0.031165,0.021374,0.001833,0.016499,189.480431,2048,0,2048,1.1803478515e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,0,7,"Warmup",0.007041,160.33722,158.215703,0.008,0.05629,0.045374,0.00275,0.018291,318.711335,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,1,7,"Warmup",0.036123,159.28492,158.590066,0.007166,0.055415,0.043915,0.00275,0.018041,318.055272,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,2,7,"Success",0.056415,160.067978,158.803727,0.007791,0.057707,0.04479,0.002834,0.020541,319.081448,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,3,7,"Success",0.00325,160.071978,158.819351,0.006666,0.055582,0.043707,0.00275,0.017999,319.039824,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,4,7,"Success",0.004875,159.176423,158.497486,0.007875,0.054832,0.043124,0.002875,0.019416,317.826821,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,5,7,"Success",0.039082,159.638409,158.276201,0.006708,0.054998,0.044165,0.002541,0.017332,318.099479,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,6,7,"Success",0.002875,160.052687,158.386323,0.006916,0.056165,0.044331,0.00275,0.018999,318.589256,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,7,7,"Success",0.037499,160.015397,157.689262,0.008833,0.056331,0.043541,0.002791,0.017832,317.890277,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,8,7,"Success",0.004542,159.204839,158.520527,0.007541,0.169453,0.051873,0.003,0.022083,318.003857,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,9,7,"Success",0.036832,159.786237,158.188829,0.008333,0.05579,0.043832,0.00275,0.019249,318.160394,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,10,7,"Success",0.035416,159.473539,158.37399,0.008042,0.059207,0.043749,0.002625,0.017791,318.032398,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,11,7,"Success",0.035749,159.707532,157.418395,0.007083,0.057623,0.043124,0.002667,0.020958,317.311337,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,0,8,"Warmup",0.006083,278.811503,277.597458,0.015083,0.144829,0.096664,0.005041,0.020583,556.720118,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,1,8,"Warmup",0.100038,279.213991,278.357893,0.013708,0.118954,0.097164,0.007291,0.024333,557.952371,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,2,8,"Success",0.16437,278.406974,276.824191,0.012791,0.114871,0.093081,0.007125,0.022541,555.664318,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,3,8,"Success",0.168079,279.047371,278.025986,0.015666,0.116204,0.094247,0.006833,0.022458,557.517676,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,4,8,"Success",0.104789,279.346278,276.723319,0.015625,0.113247,0.093247,0.007375,0.021374,556.446294,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,5,8,"Success",0.11008,279.442609,277.914865,0.014458,0.115497,0.094372,0.006583,0.022708,557.74192,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,6,8,"Success",0.102455,279.192408,276.157503,0.014791,0.10933,0.092913,0.008083,0.021499,555.718816,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,7,8,"Success",0.173911,279.383735,277.594083,0.015375,0.11083,0.093831,0.006333,0.020457,557.42093,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,8,8,"Success",0.097372,278.851961,277.248219,0.016417,0.16012,0.097164,0.006333,0.023958,556.523166,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,9,8,"Success",0.09708,279.398818,277.500628,0.014583,0.108247,0.094831,0.006374,0.022166,557.262851,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,10,8,"Success",0.107705,278.823378,277.213304,0.014792,0.109121,0.094831,0.005875,0.019958,556.410836,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,11,8,"Success",0.108663,278.587677,278.276645,0.015375,0.121079,0.093747,0.006875,0.021332,557.252559,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,0,9,"Warmup",0.007541,514.470652,512.845369,0.037124,0.271783,0.285783,0.012999,0.031499,1027.984875,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,1,9,"Warmup",0.078664,514.799891,513.094029,0.032665,0.2677,0.28145,0.012333,0.029708,1028.617647,16384,0,16384,1.1783279417e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,2,9,"Success",0.113205,512.953366,513.566389,0.031416,0.266992,0.222868,0.015625,0.088289,1027.279689,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,3,9,"Success",0.118621,513.137818,512.664959,0.032874,0.275116,0.341906,0.018458,0.031666,1026.643751,16384,0,16384,1.1783279417e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,4,9,"Success",0.117121,512.967074,513.089404,0.032749,0.330615,0.223493,0.013375,0.028541,1026.822537,16384,0,16384,1.1783279417e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,5,9,"Success",0.14562,513.301022,513.006656,0.031499,0.270617,0.222035,0.012208,0.081581,1027.092487,16384,0,16384,1.1783279417e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,6,9,"Success",0.082706,514.578565,513.262148,0.035624,0.277325,0.27845,0.012999,0.029749,1028.57794,16384,0,16384,1.1783279417e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,7,9,"Success",0.080748,514.256534,512.4023,0.032124,0.272742,0.225285,0.017416,0.035583,1027.343104,16384,0,16384,1.1783279417e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,8,9,"Success",0.119038,513.989709,511.39579,0.03804,0.27095,0.227284,0.012458,0.025832,1026.102851,16384,0,16384,1.1783279417e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,9,9,"Success",0.090914,513.997542,511.914649,0.028916,0.275117,0.222243,0.013125,0.026749,1026.592586,16384,0,16384,1.1783279417e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,10,9,"Success",0.084706,514.696769,512.505963,0.033582,0.270158,0.285616,0.014124,0.030374,1027.943126,16384,0,16384,1.1783279417e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,11,9,"Success",0.114038,513.468016,512.267637,0.029374,0.273783,0.371655,0.015041,0.032749,1026.592877,16384,0,16384,1.1783279417e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,0,10,"Warmup",0.010417,1032.180369,1028.941512,0.060206,0.714561,0.557149,0.025582,0.188536,2062.706872,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,1,10,"Warmup",0.132412,1028.607231,1027.326938,0.063914,0.710811,0.583856,0.027666,0.202619,2057.683322,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,2,10,"Success",0.135454,1029.8784,1027.164151,0.056831,0.714561,0.552107,0.023749,0.194369,2058.747664,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,3,10,"Success",0.130287,1032.015666,1028.325823,0.063414,0.665563,0.731519,0.029082,0.202161,2062.191722,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,4,10,"Success",0.12783,1029.366166,1026.714582,0.067623,0.698811,0.726561,0.032665,0.200077,2057.963771,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,5,10,"Success",0.147121,1029.803818,1028.850348,0.063373,0.641605,0.619438,0.027999,0.199119,2060.37757,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,6,10,"Success",0.128163,1029.879232,1026.56192,0.059415,0.641355,0.728143,0.028666,0.201702,2058.258637,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,7,10,"Success",0.129204,1030.044561,1028.5329,0.063831,0.8116,0.559649,0.025208,0.268741,2060.466276,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,8,10,"Success",0.302491,1029.070175,1028.557565,0.05804,0.704186,0.594731,0.026499,0.197952,2059.541097,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,9,10,"Success",0.137579,1028.841682,1027.620553,0.063081,0.710728,0.592148,0.025708,0.200202,2058.217264,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,10,10,"Success",0.139162,1032.207827,1027.598888,0.062123,0.646063,0.625397,0.029958,0.199327,2061.536118,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,11,10,"Success",0.127996,1029.108257,1027.721467,0.063123,0.710769,0.547941,0.02275,0.261909,2058.592251,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,0,11,"Warmup",0.007291,2065.552784,2058.097601,0.14912,1.597284,1.285001,0.048832,0.185119,4126.95378,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,1,11,"Warmup",0.173412,2069.473702,2061.918273,0.147412,1.663448,1.317917,0.099205,0.222868,4135.046693,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,2,11,"Success",0.169245,2062.580043,2057.28271,0.156078,1.554327,1.287585,0.048624,0.224743,4123.333519,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,3,11,"Success",0.172703,2067.119109,2062.891658,0.15087,1.744737,1.3045,0.046248,0.223785,4133.685944,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,4,11,"Success",0.17562,2068.389611,2059.338854,0.153329,1.481578,1.303292,0.06029,0.223035,4131.16044,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,5,11,"Success",0.168953,2067.249814,2060.723685,0.153078,1.487203,1.328708,0.055248,0.282616,4131.482013,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,6,11,"Success",0.181619,2069.902397,2065.785401,0.15712,1.475245,1.308625,0.048332,0.229034,4139.120857,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,7,11,"Success",0.168369,2071.216773,2067.093651,0.146537,1.482787,1.3245,0.056165,0.22391,4141.743275,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,8,11,"Success",0.178161,2073.222834,2065.169045,0.15812,1.762403,1.362708,0.065165,0.227159,4142.178761,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,9,11,"Success",0.161954,2064.723268,2063.424601,0.14637,1.745528,1.348708,0.059706,0.282242,4131.926374,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,10,11,"Success",0.178203,2056.209451,2064.064663,0.220368,1.467746,1.278418,0.050207,0.27345,4123.772839,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,11,11,"Success",0.179869,2058.683332,2060.224118,0.154412,1.69753,1.31675,0.059831,0.295365,4122.64654,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,0,12,"Warmup",0.117371,4885.153202,4924.668963,0.328573,3.641719,3.181775,0.282949,0.278075,9817.692461,131072,0,131072,1.1780761814e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,1,12,"Warmup",0.217701,4811.729715,4855.946161,0.258867,3.77309,3.452058,0.265367,0.350989,9676.035988,131072,0,131072,1.1780761814e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,2,12,"Success",0.211077,4840.996796,4807.383684,0.319656,3.637428,3.504765,0.301407,0.078081,9656.473268,131072,0,131072,1.1780761814e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,3,12,"Success",0.196119,4848.883965,4808.762391,0.307573,3.734966,3.482307,0.225077,0.151412,9665.781893,131072,0,131072,1.1780761814e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,4,12,"Success",0.208202,5766.248645,5154.911865,0.319614,3.682426,3.50364,0.245742,0.334573,10929.49329,131072,0,131072,1.1780761814e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,5,12,"Success",0.271242,5150.428214,4868.860089,0.313907,3.682134,3.512556,0.233076,0.078247,10027.415839,131072,0,131072,1.1780761814e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,6,12,"Success",0.204535,4822.272967,4860.661679,0.328282,3.897253,3.27073,0.230743,0.077414,9690.980602,131072,0,131072,1.1780761814e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,7,12,"Success",0.209119,4864.045615,4850.698867,0.321323,4.146579,3.281772,0.248576,0.343656,9723.335712,131072,0,131072,1.1780761814e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,8,12,"Success",0.208035,4844.660389,4846.793323,0.413862,3.683801,3.578262,0.23266,0.077664,9699.690204,131072,0,131072,1.1780761814e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,9,12,"Success",0.201869,4866.535287,4855.963327,0.41557,3.630636,3.302354,0.230451,0.074581,9730.391241,131072,0,131072,1.1780761814e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,10,12,"Success",0.212327,4841.106001,4837.100543,0.324406,3.746174,3.267564,0.236576,0.5569,9686.593282,131072,0,131072,1.1780761814e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,11,12,"Success",0.209119,4860.116446,4835.036983,0.40932,3.630345,3.517098,0.226618,0.075831,9703.260259,131072,0,131072,1.1780761814e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,0,13,"FFT data exceeds physical memory. 662405<786432 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,1,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,2,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,3,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,4,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,5,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,6,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,7,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,8,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,9,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,10,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,11,13,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,0,14,"FFT data exceeds physical memory. 662405<1572864 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,1,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,2,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,3,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,4,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,5,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,6,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,7,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,8,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,9,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,10,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,11,14,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,0,15,"FFT data exceeds physical memory. 662405<3145728 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,1,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,2,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,3,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,4,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,5,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,6,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,7,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,8,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,9,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,10,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,11,15,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,0,16,"FFT data exceeds physical memory. 662405<6291456 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,1,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,2,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,3,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,4,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,5,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,6,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,7,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,8,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,9,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,10,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,11,16,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",524288,0,0,0,17,"FFT data exceeds physical memory. 662405<12582912 (bytes)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",524288,0,0,1,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",524288,0,0,2,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",524288,0,0,3,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",524288,0,0,4,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",524288,0,0,5,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",524288,0,0,6,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",524288,0,0,7,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",524288,0,0,8,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",524288,0,0,9,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",524288,0,0,10,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",524288,0,0,11,17,"Skipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,0,18,"Warmup",0.002958,2.083768,0.885639,0.001625,0.002166,0.001292,0.001041,0.004875,2.998031,72,0,72,2.6490953249e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,1,18,"Warmup",0.001625,1.717196,0.905847,0.001375,0.001875,0.00125,0.001,0.005458,2.647375,72,0,72,2.6490953249e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,2,18,"Success",0.001125,1.702196,0.869181,0.0015,0.002041,0.001291,0.000833,0.004667,2.594335,72,0,72,2.6490953249e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,3,18,"Success",0.0015,1.706821,0.86089,0.001333,0.001958,0.001208,0.000959,0.005083,2.591252,72,0,72,2.6490953249e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,4,18,"Success",0.001167,1.606908,0.87264,0.001,0.001583,0.001292,0.001042,0.004667,2.500171,72,0,72,2.6490953249e-08,0
"Fftw","Inplace","Complex","float",1,"radix357",9,0,0,5,18,"Success",0.001458,1.585409,0.858431,0.001459,0.001667,0.001291,0.001,0.005083,2.466298,72,0,72,2.6490953249e-08,0
