; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1586036588,"CurrentTimeLocal","Sat Apr  4 23:43:08 2020","Hostname","csk004.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.1e-05
; "Time_ContextDestroy [ms]", 3.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Real","double",2,"radix357",6561,6561,0,10,43,"Success",0.007262,7.940348,7.223043,113.22086,260.955464,266.313365,88.333727,1.652119,745.648296,344426256,0,344373768,2.2159629914e-16,0
"Fftw","Inplace","Real","double",2,"radix357",6561,6561,0,11,43,"Success",0.007012,7.981543,7.229495,113.253657,261.567239,281.892926,90.072005,1.823826,763.829777,344426256,0,344373768,2.2159629914e-16,0
"Fftw","Inplace","Real","double",2,"radix357",3125,15625,0,0,56,"Warmup",0.007043,19.856354,18.810511,137.370489,831.928075,980.461963,130.580104,2.61623,2121.632254,390650000,0,390625000,1.8321588479e-16,0
"Fftw","Inplace","Real","double",2,"radix357",3125,15625,0,1,56,"Warmup",0.006565,19.568992,18.6693,136.30508,888.626682,980.170412,130.498838,2.625884,2176.475676,390650000,0,390625000,1.8321588479e-16,0
"Fftw","Inplace","Real","double",2,"radix357",3125,15625,0,2,56,"Success",0.005598,19.53382,18.655165,136.728979,834.494528,978.490352,131.125885,2.588489,2121.624513,390650000,0,390625000,1.8321588479e-16,0
"Fftw","Inplace","Real","double",2,"radix357",3125,15625,0,3,56,"Success",0.006552,19.600278,18.656173,136.428716,856.906982,951.762904,142.12698,2.891669,2128.381646,390650000,0,390625000,1.8321588479e-16,0
"Fftw","Inplace","Real","double",2,"radix357",3125,15625,0,4,56,"Success",0.006573,19.546223,18.66156,141.020277,823.887037,3644.177733,142.319431,3.056637,4792.679477,390650000,0,390625000,1.8321588479e-16,0
"Fftw","Inplace","Real","double",2,"radix357",3125,15625,0,5,56,"Success",0.005907,20.092283,19.097525,141.433105,821.842722,977.996372,130.815837,2.699979,2113.987904,390650000,0,390625000,1.8321588479e-16,0
"Fftw","Inplace","Real","double",2,"radix357",3125,15625,0,6,56,"Success",0.005611,19.577345,18.605338,137.283862,858.527878,996.679534,136.807254,2.575741,2170.06414,390650000,0,390625000,1.8321588479e-16,0
"Fftw","Inplace","Real","double",2,"radix357",3125,15625,0,7,56,"Success",0.006109,19.505985,18.599015,139.33617,975.96123,960.848309,137.918136,2.916501,2255.095941,390650000,0,390625000,1.8321588479e-16,0
"Fftw","Inplace","Real","double",2,"radix357",3125,15625,0,8,56,"Success",0.005064,19.760975,18.611923,139.049348,857.879267,981.9986,133.915426,2.468901,2153.691818,390650000,0,390625000,1.8321588479e-16,0
"Fftw","Inplace","Real","double",2,"radix357",3125,15625,0,9,56,"Success",0.006686,19.509222,18.609032,138.406498,849.258624,1001.897556,143.380449,2.733521,2173.802856,390650000,0,390625000,1.8321588479e-16,0
"Fftw","Inplace","Real","double",2,"radix357",3125,15625,0,10,56,"Success",0.00629,19.512747,18.610059,141.160092,861.418932,997.996512,133.301527,2.768804,2174.779535,390650000,0,390625000,1.8321588479e-16,0
"Fftw","Inplace","Real","double",2,"radix357",3125,15625,0,11,56,"Success",0.005053,19.61143,18.67452,138.409674,832.18544,970.242155,135.781293,2.760869,2117.672751,390650000,0,390625000,1.8321588479e-16,0
"Fftw","Inplace","Real","double",2,"radix357",6561,19683,0,0,44,"Warmup",0.006608,14.058985,13.487369,365.628176,1018.351055,1168.160738,340.893525,3.249496,2923.837386,1033173792,0,1033121304,2.2552264831e-16,0
"Fftw","Inplace","Real","double",2,"radix357",6561,19683,0,1,44,"Warmup",0.005614,14.165806,13.214807,363.848005,1019.237377,1175.610582,340.95231,3.240461,2930.276965,1033173792,0,1033121304,2.2552264831e-16,0
"Fftw","Inplace","Real","double",2,"radix357",6561,19683,0,2,44,"Success",0.005796,13.896298,13.29437,360.168507,1020.496033,1175.758879,342.807462,3.520276,2929.953039,1033173792,0,1033121304,2.2552264831e-16,0
"Fftw","Inplace","Real","double",2,"radix357",6561,19683,0,3,44,"Success",0.005654,14.798257,14.084942,365.523208,1019.182509,1169.993698,341.357961,3.240602,2928.189228,1033173792,0,1033121304,2.2552264831e-16,0
"Fftw","Inplace","Real","double",2,"radix357",6561,19683,0,4,44,"Success",0.006162,14.408419,13.271404,364.103641,1027.461697,1177.822357,343.279551,3.273854,2943.628673,1033173792,0,1033121304,2.2552264831e-16,0
"Fftw","Inplace","Real","double",2,"radix357",6561,19683,0,5,44,"Success",0.005621,13.941791,13.261198,364.577016,1247.637289,1170.719964,340.729278,3.256787,3154.130957,1033173792,0,1033121304,2.2552264831e-16,0
"Fftw","Inplace","Real","double",2,"radix357",6561,19683,0,6,44,"Success",0.006453,14.208832,13.256958,364.116026,1023.971437,1172.142081,340.896482,3.291277,2931.891988,1033173792,0,1033121304,2.2552264831e-16,0
"Fftw","Inplace","Real","double",2,"radix357",6561,19683,0,7,44,"Success",0.00631,14.007062,13.237416,364.034023,1034.077969,1194.550057,341.582258,3.272798,2964.774167,1033173792,0,1033121304,2.2552264831e-16,0
"Fftw","Inplace","Real","double",2,"radix357",6561,19683,0,8,44,"Success",0.004872,14.100932,13.384713,364.172908,1036.930487,1185.659531,341.751482,3.244925,2959.251624,1033173792,0,1033121304,2.2552264831e-16,0
"Fftw","Inplace","Real","double",2,"radix357",6561,19683,0,9,44,"Success",0.006194,13.942443,13.243085,364.200313,1038.543986,1185.704524,340.959053,3.224052,2959.825617,1033173792,0,1033121304,2.2552264831e-16,0
"Fftw","Inplace","Real","double",2,"radix357",6561,19683,0,10,44,"Success",0.006622,13.937131,13.267749,364.128242,1037.634349,1196.018774,341.10708,3.241257,2969.345633,1033173792,0,1033121304,2.2552264831e-16,0
"Fftw","Inplace","Real","double",2,"radix357",6561,19683,0,11,44,"Success",0.005555,13.893349,13.224302,363.98603,1166.323832,1183.880873,341.404817,3.247059,3085.967924,1033173792,0,1033121304,2.2552264831e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,15625,0,0,57,"Warmup",0.007241,6.474743,5.922345,705.137645,2671.905195,6457.78329,661.813366,5.429461,10514.474963,1953250000,0,1953125000,2.2833230136e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,15625,0,1,57,"Warmup",0.005177,6.664121,5.887048,688.488232,2671.348039,3354.410409,655.12159,5.344872,7387.326702,1953250000,0,1953125000,2.2833230136e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,15625,0,2,57,"Success",0.006239,6.532031,5.87689,688.715911,3118.107685,3352.345524,662.37107,5.044627,7839.002261,1953250000,0,1953125000,2.2833230136e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,15625,0,3,57,"Success",0.007134,6.397574,5.888312,695.190092,2749.227407,3336.840038,660.970136,5.164668,7459.691186,1953250000,0,1953125000,2.2833230136e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,15625,0,4,57,"Success",0.005809,6.487386,5.889485,695.670637,2577.055867,3297.827857,667.390735,5.140572,7255.471132,1953250000,0,1953125000,2.2833230136e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,15625,0,5,57,"Success",0.005852,6.38362,5.860683,697.263868,2569.916537,3274.873881,660.018991,4.966934,7219.292526,1953250000,0,1953125000,2.2833230136e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,15625,0,6,57,"Success",0.005968,6.370939,5.865284,695.378183,2578.083869,3272.660151,661.201887,5.005397,7224.573575,1953250000,0,1953125000,2.2833230136e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,15625,0,7,57,"Success",0.006327,6.407082,5.86514,694.229226,2598.333503,3272.941709,667.16705,5.151971,7250.103806,1953250000,0,1953125000,2.2833230136e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,15625,0,8,57,"Success",0.006122,6.353237,5.994371,697.168646,2585.69421,3301.010544,661.545541,5.057856,7262.836458,1953250000,0,1953125000,2.2833230136e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,15625,0,9,57,"Success",0.004878,6.413482,5.818647,694.893464,2686.185943,3470.379766,767.391697,5.633734,7636.726662,1953250000,0,1953125000,2.2833230136e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,15625,0,10,57,"Success",0.005594,6.515101,5.864632,708.834522,8173.873954,3453.026566,817.545431,6.45752,13172.129368,1953250000,0,1953125000,2.2833230136e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,15625,0,11,57,"Success",0.00567,6.550201,5.836019,742.596754,6428.689943,3435.29098,677.382811,5.594143,11301.955039,1953250000,0,1953125000,2.2833230136e-16,0
"Fftw","Inplace","Real","double",2,"radix357",16807,16807,0,0,67,"Warmup",0.005766,11.006817,9.69407,800.45957,316.165661,345.161837,732.913923,6.405562,2221.815109,2259936448,0,2259801992,2.0090485644e-16,0
"Fftw","Inplace","Real","double",2,"radix357",16807,16807,0,1,67,"Warmup",0.006096,10.947603,9.4742,798.312736,320.966188,329.635662,733.373908,6.416318,2209.134945,2259936448,0,2259801992,2.0090485644e-16,0
"Fftw","Inplace","Real","double",2,"radix357",16807,16807,0,2,67,"Success",0.005954,11.371173,9.495926,799.41037,364.737387,328.927009,733.801005,6.340773,2254.092096,2259936448,0,2259801992,2.0090485644e-16,0
"Fftw","Inplace","Real","double",2,"radix357",16807,16807,0,3,67,"Success",0.006145,10.965363,9.520142,799.333708,317.123695,334.001052,732.414902,6.524437,2209.891861,2259936448,0,2259801992,2.0090485644e-16,0
"Fftw","Inplace","Real","double",2,"radix357",16807,16807,0,4,67,"Success",0.006485,10.931399,9.5802,799.552474,326.202081,364.868243,737.782879,6.410719,2255.337561,2259936448,0,2259801992,2.0090485644e-16,0
"Fftw","Inplace","Real","double",2,"radix357",16807,16807,0,5,67,"Success",0.006763,10.859556,9.4585,792.603461,327.319086,305.743174,737.532174,6.31677,2189.841713,2259936448,0,2259801992,2.0090485644e-16,0
"Fftw","Inplace","Real","double",2,"radix357",16807,16807,0,6,67,"Success",0.00664,10.932287,9.476047,793.739603,321.542116,304.274635,737.671627,6.302735,2183.947965,2259936448,0,2259801992,2.0090485644e-16,0
"Fftw","Inplace","Real","double",2,"radix357",16807,16807,0,7,67,"Success",0.006735,10.943622,9.477549,793.448362,322.44283,307.363323,738.148034,6.386294,2188.21948,2259936448,0,2259801992,2.0090485644e-16,0
"Fftw","Inplace","Real","double",2,"radix357",16807,16807,0,8,67,"Success",0.005891,10.869867,9.464068,792.715764,355.069048,351.396637,737.846786,6.277442,2263.64749,2259936448,0,2259801992,2.0090485644e-16,0
"Fftw","Inplace","Real","double",2,"radix357",16807,16807,0,9,67,"Success",0.00582,10.849886,9.430766,784.699418,327.416966,319.930492,738.327333,6.365904,2197.028992,2259936448,0,2259801992,2.0090485644e-16,0
"Fftw","Inplace","Real","double",2,"radix357",16807,16807,0,10,67,"Success",0.006991,10.913059,9.510958,793.415812,322.257556,347.984809,736.666366,6.264961,2227.022838,2259936448,0,2259801992,2.0090485644e-16,0
"Fftw","Inplace","Real","double",2,"radix357",16807,16807,0,11,67,"Success",0.006653,10.839705,9.500134,793.056992,315.088741,308.818615,737.528638,6.344307,2181.186148,2259936448,0,2259801992,2.0090485644e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,19683,0,0,45,"Warmup",0.006025,9.288678,7.876034,1092.273885,4324.048639,5111.356693,1018.753199,7.989534,11571.594483,3099521376,0,3099363912,2.7605510151e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,19683,0,1,45,"Warmup",0.004217,9.367062,7.834217,1092.586227,4324.219502,5002.725493,1019.664929,7.661455,11464.064769,3099521376,0,3099363912,2.7605510151e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,19683,0,2,45,"Success",0.005763,9.169006,7.745815,1092.479559,4332.973244,5055.581755,1017.815129,7.8025,11523.578831,3099521376,0,3099363912,2.7605510151e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,19683,0,3,45,"Success",0.004979,9.291753,7.86435,1094.571688,4318.776024,5059.765728,1019.458809,7.59015,11517.325074,3099521376,0,3099363912,2.7605510151e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,19683,0,4,45,"Success",0.005487,9.189033,7.75494,1092.469931,4339.980876,5026.921271,1017.907992,7.810806,11502.044737,3099521376,0,3099363912,2.7605510151e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,19683,0,5,45,"Success",0.004929,9.258724,7.830754,1091.961055,4394.623547,5008.560168,1018.967378,7.6359,11538.844137,3099521376,0,3099363912,2.7605510151e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,19683,0,6,45,"Success",0.006,9.174885,7.742632,1092.00787,4330.902966,5035.398164,1018.122204,7.766078,11501.124057,3099521376,0,3099363912,2.7605510151e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,19683,0,7,45,"Success",0.004979,9.265165,7.834561,1092.111386,4314.772328,5144.682706,1019.412258,7.686959,11595.771991,3099521376,0,3099363912,2.7605510151e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,19683,0,8,45,"Success",0.009768,9.16266,7.800764,1092.504662,4341.160292,5030.120105,1018.204418,7.762532,11506.730424,3099521376,0,3099363912,2.7605510151e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,19683,0,9,45,"Success",0.004975,9.275637,7.843166,1093.156751,4315.196773,5012.291843,1019.228267,7.575748,11464.575093,3099521376,0,3099363912,2.7605510151e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,19683,0,10,45,"Success",0.005318,9.1776,7.739276,1094.637986,4332.578576,5040.644523,1017.49392,7.690328,11509.973511,3099521376,0,3099363912,2.7605510151e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,19683,0,11,45,"Success",0.004439,9.338334,7.85289,1092.710952,4325.095529,5011.466354,1019.747724,7.625185,11473.843292,3099521376,0,3099363912,2.7605510151e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,59049,0,0,46,"Warmup",0.005042,15.410483,13.481467,3291.435012,11270.763718,12069.170345,2768.392909,21.544609,29450.204985,9298249200,0,9298091736,2.6002754954e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,59049,0,1,46,"Warmup",0.00521,15.093296,13.30762,3302.083584,11231.695544,11705.674657,2733.869135,20.606453,29022.337161,9298249200,0,9298091736,2.6002754954e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,59049,0,2,46,"Success",0.005164,15.273673,13.53439,3282.708121,11322.331166,11777.681212,2732.615233,20.602491,29164.753297,9298249200,0,9298091736,2.6002754954e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,59049,0,3,46,"Success",0.006193,15.032044,13.347677,3280.545474,12551.211633,12518.590874,2840.52922,22.774861,31242.042809,9298249200,0,9298091736,2.6002754954e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,59049,0,4,46,"Success",0.005398,15.072225,13.338498,3335.573217,11505.833895,12321.812719,2820.790506,22.10714,30034.537382,9298249200,0,9298091736,2.6002754954e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,59049,0,5,46,"Success",0.006014,15.129204,13.308802,3341.208448,11933.426967,12088.906228,2779.639456,20.953208,30192.580005,9298249200,0,9298091736,2.6002754954e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,59049,0,6,46,"Success",0.00552,15.275287,13.506779,3317.486047,11935.480709,12194.067959,2774.111784,20.886192,30270.822273,9298249200,0,9298091736,2.6002754954e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,59049,0,7,46,"Success",0.006272,15.510823,13.452002,3321.03104,11851.175227,12167.844639,2772.755342,20.796604,30162.573611,9298249200,0,9298091736,2.6002754954e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,59049,0,8,46,"Success",0.006599,15.073816,13.348272,3318.126688,12375.681301,12243.880349,2818.049974,22.745598,30806.916211,9298249200,0,9298091736,2.6002754954e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,59049,0,9,46,"Success",0.005199,15.033561,13.296174,3311.851248,11774.226692,12538.688275,2758.539083,21.403897,30433.045876,9298249200,0,9298091736,2.6002754954e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,59049,0,10,46,"Success",0.004881,15.278613,13.475282,3286.89271,11991.473113,12071.5332,2724.73409,20.618992,30124.012494,9298249200,0,9298091736,2.6002754954e-16,0
"Fftw","Inplace","Real","double",2,"radix357",19683,59049,0,11,46,"Success",0.005204,15.682446,13.561446,3275.737819,12201.215661,12028.050288,2724.852427,20.631155,30279.738083,9298249200,0,9298091736,2.6002754954e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,78125,0,0,58,"Warmup",0.00529,14.419446,12.300282,3672.386831,4344.889737,4303.78496,2667.7075,22.1775,15037.673314,9765750000,0,9765625000,2.1022681378e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,78125,0,1,58,"Warmup",0.006093,14.47305,12.259199,3551.12337,4261.567425,4348.212414,2761.466807,24.012957,14973.123865,9765750000,0,9765625000,2.1022681378e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,78125,0,2,58,"Success",0.005284,14.446192,12.245898,3588.688104,4247.528853,4173.410199,2663.675306,22.2117,14722.213724,9765750000,0,9765625000,2.1022681378e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,78125,0,3,58,"Success",0.005854,14.237521,12.13887,3551.438983,4271.092338,4381.314105,2763.930709,23.943518,15018.104297,9765750000,0,9765625000,2.1022681378e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,78125,0,4,58,"Success",0.005845,14.365274,12.245521,3625.184114,4222.416199,4189.897017,2692.127088,22.323131,14778.567689,9765750000,0,9765625000,2.1022681378e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,78125,0,5,58,"Success",0.006003,14.213753,12.167423,3598.961336,4436.781851,4271.6423,2771.436622,23.932062,15129.144215,9765750000,0,9765625000,2.1022681378e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,78125,0,6,58,"Success",0.005192,14.380311,12.237187,3631.690503,4332.917483,4224.560578,2686.735679,22.348245,14924.878095,9765750000,0,9765625000,2.1022681378e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,78125,0,7,58,"Success",0.006526,14.217244,12.145623,3598.394563,4374.973099,4409.406296,2758.219731,23.702821,15191.068529,9765750000,0,9765625000,2.1022681378e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,78125,0,8,58,"Success",0.00519,14.335498,12.258853,3626.826641,4221.566164,4256.627534,2685.21194,22.381593,14839.216375,9765750000,0,9765625000,2.1022681378e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,78125,0,9,58,"Success",0.006112,14.217114,12.178838,3599.875263,4227.497652,4329.7063,2750.600968,23.650403,14957.73518,9765750000,0,9765625000,2.1022681378e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,78125,0,10,58,"Success",0.005211,14.380435,12.240485,3621.5993,4229.644596,4164.647895,2681.135123,22.373155,14746.028754,9765750000,0,9765625000,2.1022681378e-16,0
"Fftw","Inplace","Real","double",2,"radix357",15625,78125,0,11,58,"Success",0.006326,14.212449,12.142273,3597.233743,4229.080764,4150.406916,2716.498817,22.849427,14742.433312,9765750000,0,9765625000,2.1022681378e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,19,0,0,68,"Warmup",0.000351,1.997381,1.984379,0.000422,0.038296,0.039962,0.001175,0.009011,4.071466,11552,0,5776,1.4026808421e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,19,0,1,68,"Warmup",0.000302,2.000557,1.980642,0.000318,0.036737,0.039967,0.001228,0.00952,4.069777,11552,0,5776,1.4026808421e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,19,0,2,68,"Success",0.000279,1.985256,1.9891,0.000336,0.036279,0.041247,0.002313,0.010267,4.065606,11552,0,5776,1.4026808421e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,19,0,3,68,"Success",0.000273,1.988314,1.989237,0.000312,0.038263,0.041497,0.001276,0.00809,4.068132,11552,0,5776,1.4026808421e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,19,0,4,68,"Success",0.000307,1.981125,1.98262,0.00032,0.037032,0.039053,0.001485,0.011962,4.054403,11552,0,5776,1.4026808421e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,19,0,5,68,"Success",0.000341,1.996475,1.979782,0.000348,0.035053,0.040787,0.000917,0.008975,4.063381,11552,0,5776,1.4026808421e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,19,0,6,68,"Success",0.000265,1.982817,1.999313,0.000336,0.040093,0.039685,0.001614,0.01281,4.077439,11552,0,5776,1.4026808421e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,19,0,7,68,"Success",0.000283,1.986213,1.987231,0.000311,0.039111,0.037628,0.001764,0.009221,4.062157,11552,0,5776,1.4026808421e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,19,0,8,68,"Success",0.000269,1.965248,1.98264,0.000325,0.060937,0.039209,0.003494,0.008849,4.061585,11552,0,5776,1.4026808421e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,19,0,9,68,"Success",0.000283,1.985502,1.990238,0.000355,0.036556,0.041124,0.002277,0.00885,4.06563,11552,0,5776,1.4026808421e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,19,0,10,68,"Success",0.000257,1.993108,1.98417,0.000313,0.038904,0.039901,0.001471,0.009778,4.06857,11552,0,5776,1.4026808421e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,19,0,11,68,"Success",0.000292,1.979095,1.973383,0.000344,0.036207,0.041405,0.001922,0.010023,4.043151,11552,0,5776,1.4026808421e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,361,0,0,69,"Warmup",0.003479,10.25022,8.513118,0.019709,0.570829,0.162623,0.015534,0.099995,19.635885,219488,0,109744,1.7003728371e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,361,0,1,69,"Warmup",0.000468,10.219359,8.518474,0.015606,0.381065,0.164584,0.021764,0.110009,19.432249,219488,0,109744,1.7003728371e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,361,0,2,69,"Success",0.00043,10.24403,8.546613,0.021806,0.408788,0.226876,0.025145,0.100006,19.57415,219488,0,109744,1.7003728371e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,361,0,3,69,"Success",0.000435,10.196157,8.605174,0.024152,0.418915,0.234799,0.027012,0.103373,19.610696,219488,0,109744,1.7003728371e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,361,0,4,69,"Success",0.000445,10.263914,8.593349,0.02341,0.416562,0.215968,0.027717,0.099668,19.641603,219488,0,109744,1.7003728371e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,361,0,5,69,"Success",0.000387,10.253136,8.611319,0.022804,0.390335,0.219972,0.027484,0.102135,19.628098,219488,0,109744,1.7003728371e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,361,0,6,69,"Success",0.000402,10.229071,8.63382,0.02227,0.401328,0.155768,0.023834,0.096185,19.563108,219488,0,109744,1.7003728371e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,361,0,7,69,"Success",0.000461,10.230398,8.65381,0.020179,0.4948,0.175404,0.024085,0.09516,19.694851,219488,0,109744,1.7003728371e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,361,0,8,69,"Success",0.000384,10.204929,8.613197,0.022588,0.50056,0.142632,0.023515,0.094553,19.602838,219488,0,109744,1.7003728371e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,361,0,9,69,"Success",0.00035,10.208332,8.531735,0.02293,0.369105,0.215282,0.025416,0.113683,19.487559,219488,0,109744,1.7003728371e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,361,0,10,69,"Success",0.000322,10.21551,8.546965,0.020445,0.425032,0.225981,0.027009,0.104757,19.56656,219488,0,109744,1.7003728371e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",19,361,0,11,69,"Success",0.00043,10.206826,8.544194,0.024008,0.404855,0.215763,0.028526,0.10658,19.531944,219488,0,109744,1.7003728371e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,361,0,0,70,"Warmup",0.002524,36.94777,32.510869,0.507551,5.995245,5.655373,0.384908,0.217647,82.222334,4170272,0,2085136,1.7045482283e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,361,0,1,70,"Warmup",0.000438,37.049987,32.453932,0.502437,5.907139,5.835706,0.370152,0.217123,82.337358,4170272,0,2085136,1.7045482283e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,361,0,2,70,"Success",0.000334,37.069666,32.561305,0.504629,6.003054,5.739457,0.374836,0.242804,82.496509,4170272,0,2085136,1.7045482283e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,361,0,3,70,"Success",0.000406,37.138538,32.442971,0.490446,5.865751,5.674392,0.369866,0.230274,82.213107,4170272,0,2085136,1.7045482283e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,361,0,4,70,"Success",0.000407,37.163201,32.470985,0.500411,6.194048,5.710957,0.399434,0.212386,82.652534,4170272,0,2085136,1.7045482283e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,361,0,5,70,"Success",0.000391,37.064804,32.44462,0.498225,6.502828,5.616098,0.376532,0.205627,82.713842,4170272,0,2085136,1.7045482283e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,361,0,6,70,"Success",0.000403,37.198506,32.443219,0.491079,5.924066,5.627129,0.369526,0.231294,82.285648,4170272,0,2085136,1.7045482283e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,361,0,7,70,"Success",0.000381,37.164149,32.427884,0.51056,5.908922,5.683142,0.370627,0.226693,82.292865,4170272,0,2085136,1.7045482283e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,361,0,8,70,"Success",0.00037,37.146514,32.470936,0.498381,6.693304,5.697429,0.372187,0.203809,83.083575,4170272,0,2085136,1.7045482283e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,361,0,9,70,"Success",0.000343,37.167753,32.441769,0.493764,6.94614,5.616272,0.382689,0.246036,83.295282,4170272,0,2085136,1.7045482283e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,361,0,10,70,"Success",0.00048,37.154686,32.437647,0.482583,5.796695,5.717289,0.367792,0.242797,82.200395,4170272,0,2085136,1.7045482283e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,361,0,11,70,"Success",0.000362,37.186709,32.65584,0.488772,6.665859,5.595082,0.372469,0.208582,83.174122,4170272,0,2085136,1.7045482283e-16,0
"Fftw","Outplace","Complex","double",2,"oddshape",361,6859,0,0,71,"Warmup",0.814696,45.809333,45.660527,14.934648,16.445477,14.800186,9.073022,1.283607,148.822143,79235168,0,39617584,2.1164942636e-16,0
