; "SupportedThreads",80,"UsedThreads",80,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1586036588,"CurrentTimeLocal","Sat Apr  4 23:43:08 2020","Hostname","csk004.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.1e-05
; "Time_ContextDestroy [ms]", 3.1e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,5,4,"Success",0.000109,0.130582,0.126939,0.000118,0.031467,0.031913,0.000303,0.008984,0.330974,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,6,4,"Success",6.2e-05,0.141828,0.12746,0.000138,0.032349,0.034442,0.000214,0.00848,0.345608,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,7,4,"Success",8.5e-05,0.130444,0.126915,9.6e-05,0.030367,0.036602,0.00019,0.007612,0.332866,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,8,4,"Success",0.000107,0.130962,0.126722,8.1e-05,0.033337,0.035556,0.000269,0.008879,0.336555,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,9,4,"Success",7.5e-05,0.13001,0.126962,7.6e-05,0.032503,0.034189,0.000289,0.012723,0.337646,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,10,4,"Success",0.000119,0.130711,0.126877,7.7e-05,0.032408,0.033553,0.000243,0.009838,0.334611,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,8,0,11,4,"Success",6.3e-05,0.129926,0.146181,0.00011,0.032053,0.032359,0.000501,0.007678,0.34956,512,0,512,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,0,5,"Warmup",0.000241,0.166682,0.161395,0.000175,0.035015,0.03751,0.000361,0.012616,0.414646,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,1,5,"Warmup",0.000208,0.162578,0.159686,0.000161,0.032955,0.035669,0.000758,0.011918,0.404471,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,2,5,"Success",0.000203,0.161942,0.159303,0.000145,0.033925,0.051257,0.000227,0.012635,0.420153,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,3,5,"Success",0.000163,0.162208,0.158865,0.000148,0.031798,0.036069,0.001423,0.010948,0.402544,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,4,5,"Success",0.000157,0.181953,0.158675,0.000152,0.033687,0.035316,0.000206,0.012385,0.423316,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,5,5,"Success",0.000134,0.161227,0.158786,0.000131,0.034786,0.035684,0.000922,0.011399,0.403833,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,6,5,"Success",0.000187,0.161203,0.158245,0.000134,0.034997,0.036103,0.000395,0.01039,0.402586,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,7,5,"Success",0.000167,0.161003,0.174585,0.000136,0.033975,0.03395,0.000265,0.012612,0.41739,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,8,5,"Success",0.000137,0.161515,0.158258,0.000139,0.034787,0.034207,0.000251,0.011863,0.401681,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,9,5,"Success",0.000172,0.161194,0.15866,0.000135,0.032968,0.03548,0.000228,0.011076,0.400662,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,10,5,"Success",0.000153,0.160904,0.178488,0.000161,0.032609,0.034073,0.000351,0.012436,0.4201,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",8,16,0,11,5,"Success",0.000174,0.16153,0.15841,0.000141,0.034985,0.034922,0.00035,0.013298,0.404368,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,0,6,"Warmup",0.000222,0.198442,0.193252,0.000234,0.037153,0.03921,0.000481,0.01564,0.485145,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,1,6,"Warmup",0.00023,0.195276,0.21363,0.000134,0.036333,0.036886,0.000634,0.017584,0.501366,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,2,6,"Success",0.0001,0.196204,0.191892,0.000191,0.037145,0.038424,0.002102,0.01495,0.481758,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,3,6,"Success",0.000218,0.194624,0.192602,0.000123,0.036361,0.039043,0.000813,0.01783,0.482459,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,4,6,"Success",0.000209,0.215234,0.192552,0.000168,0.036088,0.037737,0.000663,0.015359,0.498524,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,5,6,"Success",0.000206,0.195046,0.210529,0.000149,0.035945,0.03834,0.000579,0.017596,0.498993,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,6,6,"Success",0.000116,0.19684,0.192373,0.000154,0.0365,0.036367,0.000835,0.015777,0.479717,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,7,6,"Success",0.000167,0.195593,0.192971,0.000132,0.03776,0.040054,0.00089,0.015092,0.483227,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,8,6,"Success",0.000183,0.195005,0.217149,0.000155,0.036761,0.040172,0.000869,0.018043,0.508847,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,9,6,"Success",0.000158,0.194492,0.192058,0.000141,0.035664,0.035419,0.001016,0.017682,0.477564,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,10,6,"Success",0.000111,0.195321,0.192656,0.000162,0.036968,0.038884,0.000672,0.015017,0.480457,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,16,0,11,6,"Success",0.000164,0.210426,0.19318,0.000128,0.039074,0.038501,0.000814,0.017878,0.501032,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,32,0,0,7,"Warmup",0.000204,1.36213,1.23078,0.000229,0.035651,0.040529,0.001279,0.02579,2.696997,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,32,0,1,7,"Warmup",0.000191,1.239919,1.228649,0.000212,0.039259,0.041535,0.002008,0.026265,2.578733,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,32,0,2,7,"Success",0.000206,1.233629,1.218063,0.000233,0.039308,0.041443,0.000976,0.027061,2.561583,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,32,0,3,7,"Success",0.000206,1.259861,1.228083,0.000228,0.038551,0.040413,0.001236,0.031046,2.600292,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,32,0,4,7,"Success",0.000161,1.231763,1.250738,0.000209,0.038625,0.044171,0.00102,0.028662,2.596069,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,32,0,5,7,"Success",0.000198,1.243538,1.227784,0.000213,0.062447,0.040274,0.000733,0.027877,2.604636,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,32,0,6,7,"Success",0.000172,1.240616,1.218787,0.000211,0.040527,0.042118,0.001097,0.029115,2.573187,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,32,0,7,7,"Success",0.000174,1.235689,1.227551,0.0002,0.037758,0.042841,0.00117,0.031431,2.577464,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,32,0,8,7,"Success",0.000192,1.254407,1.220367,0.000198,0.037602,0.040983,0.001018,0.0284,2.583891,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,32,0,9,7,"Success",0.000188,1.259747,1.226245,0.000206,0.039643,0.040997,0.002448,0.030469,2.600342,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,32,0,10,7,"Success",0.00018,1.233583,1.231482,0.000205,0.037001,0.042664,0.001006,0.027973,2.57465,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",16,32,0,11,7,"Success",0.000192,1.241542,1.223885,0.000217,0.038204,0.040345,0.001075,0.027633,2.573762,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,32,0,0,8,"Warmup",0.000214,0.988988,0.985231,0.000581,0.044536,0.050425,0.003101,0.036341,2.109912,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,32,0,1,8,"Warmup",0.000215,0.968172,0.970493,0.000475,0.048595,0.050917,0.002047,0.038955,2.080482,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,32,0,2,8,"Success",0.000223,0.960838,0.96925,0.000496,0.049032,0.04908,0.00324,0.040837,2.073571,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,32,0,3,8,"Success",0.000224,0.970512,0.965225,0.000465,0.047733,0.049587,0.000968,0.039882,2.075573,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,32,0,4,8,"Success",0.000215,0.962176,0.962163,0.000487,0.04682,0.04698,0.000831,0.038142,2.058517,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,32,0,5,8,"Success",0.000189,0.972583,0.974913,0.00049,0.044721,0.051283,0.000909,0.039465,2.085329,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,32,0,6,8,"Success",0.000177,0.973123,0.970546,0.000483,0.043866,0.049643,0.001203,0.040076,2.079854,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,32,0,7,8,"Success",0.000182,0.94722,0.96544,0.000462,0.066414,0.04734,0.001052,0.039521,2.068076,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,32,0,8,8,"Success",0.000199,0.968936,0.973181,0.000462,0.04711,0.050591,0.001146,0.037211,2.079566,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,32,0,9,8,"Success",0.000203,0.962748,0.966982,0.00047,0.046746,0.051739,0.001383,0.042465,2.073607,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,32,0,10,8,"Success",0.000182,0.969326,0.968147,0.00048,0.048097,0.049042,0.001495,0.040535,2.07799,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,32,0,11,8,"Success",0.000184,0.971061,0.970317,0.000459,0.047765,0.049727,0.00146,0.040262,2.081771,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,64,0,0,9,"Warmup",0.000181,1.699864,1.660778,0.000958,0.569336,4.388235,0.003994,0.05675,8.380576,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,64,0,1,9,"Warmup",0.000167,1.667619,1.655885,0.000745,0.046026,0.052682,0.004152,0.06525,3.493354,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,64,0,2,9,"Success",0.000212,1.668689,1.656459,0.001338,0.049186,0.052843,0.004234,0.061619,3.495377,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,64,0,3,9,"Success",0.000197,1.673422,1.653925,0.000903,0.051852,0.056868,0.005175,0.062226,3.505499,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,64,0,4,9,"Success",0.000148,1.697127,1.640384,0.002428,0.07416,0.055061,0.005313,0.062559,3.538059,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,64,0,5,9,"Success",0.000162,1.681099,1.63587,0.000797,0.049817,0.052872,0.00445,0.065501,3.49112,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,64,0,6,9,"Success",0.000159,1.685351,1.637528,0.001946,0.047895,0.051741,0.004332,0.059449,3.489367,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,64,0,7,9,"Success",0.00018,1.659848,1.668622,0.000836,0.050731,0.056079,0.004218,0.062416,3.503492,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,64,0,8,9,"Success",0.000176,1.690164,1.665266,0.00178,0.047781,0.053186,0.004422,0.064299,3.527963,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,64,0,9,9,"Success",0.000193,1.681051,1.660059,0.000787,0.050218,0.053066,0.00426,0.068286,3.518452,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,64,0,10,9,"Success",0.00014,1.683277,1.635011,0.001594,0.071235,0.055722,0.005233,0.064119,3.51702,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",32,64,0,11,9,"Success",0.000173,1.672948,1.647017,0.000863,0.049673,0.056465,0.004671,0.061459,3.49406,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,64,0,0,10,"Warmup",0.000208,1.093512,2.533853,0.001829,0.014702,0.014227,0.001289,0.001615,3.661628,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,64,0,1,10,"Warmup",0.000185,1.074949,2.532542,0.001794,0.014639,0.014153,0.001293,0.001663,3.641606,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,64,0,2,10,"Success",0.000147,1.075597,2.527992,0.001783,0.014546,0.014161,0.001266,0.00168,3.637545,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,64,0,3,10,"Success",0.000163,1.072487,2.343533,0.0016,0.011333,0.011229,0.001307,0.001507,3.44352,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,64,0,4,10,"Success",0.00018,0.8366,1.947561,0.001465,0.010374,0.010222,0.001197,0.001402,2.809341,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,64,0,5,10,"Success",0.000172,0.818301,1.944571,0.001447,0.01023,0.010244,0.0012,0.001363,2.787863,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,64,0,6,10,"Success",0.000163,0.818169,1.945179,0.001402,0.010323,0.010234,0.001199,0.001407,2.788404,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,64,0,7,10,"Success",0.000124,0.82341,1.944514,0.001439,0.010317,0.010181,0.001179,0.001336,2.792863,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,64,0,8,10,"Success",0.000144,0.822954,1.943997,0.001401,0.010275,0.010214,0.001169,0.001306,2.791783,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,64,0,9,10,"Success",0.000157,0.822527,1.943768,0.00143,0.01023,0.01031,0.001203,0.001341,2.791301,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,64,0,10,10,"Success",0.00014,0.822593,1.94558,0.001437,0.010309,0.010234,0.001178,0.001341,2.793141,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,64,0,11,10,"Success",0.000139,0.821486,1.947031,0.001434,0.01024,0.01013,0.001221,0.001311,2.793333,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,128,0,0,11,"Warmup",0.000253,1.341792,2.071901,0.003873,0.090052,0.08779,0.014364,0.094205,3.704922,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,128,0,1,11,"Warmup",0.00031,1.337375,2.093306,0.008137,0.047992,0.069791,0.012709,0.041221,3.611655,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,128,0,2,11,"Success",0.00032,1.342226,2.07836,0.008867,0.050115,0.066895,0.011688,0.043235,3.602187,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,128,0,3,11,"Success",0.000269,1.311539,2.109725,0.008128,0.049524,0.067163,0.011815,0.042769,3.601626,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,128,0,4,11,"Success",0.000327,1.315302,2.092536,0.007337,0.052062,0.081602,0.011081,0.094636,3.655383,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,128,0,5,11,"Success",0.000292,1.325029,2.081081,0.006779,0.051521,0.07015,0.030844,0.042123,3.608641,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,128,0,6,11,"Success",0.000313,1.309985,2.076244,0.008705,0.049154,0.064467,0.013237,0.04311,3.565849,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,128,0,7,11,"Success",0.000375,1.317576,2.087655,0.008632,0.051574,0.06446,0.011815,0.041865,3.58453,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,128,0,8,11,"Success",0.000313,1.30711,2.082174,0.009007,0.04721,0.064737,0.012791,0.044506,3.568858,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,128,0,9,11,"Success",0.000304,1.304764,2.078502,0.008698,0.04903,0.064739,0.010966,0.042383,3.560153,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,128,0,10,11,"Success",0.000237,1.311256,2.073768,0.007437,0.050168,0.076836,0.014489,0.042893,3.577604,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",64,128,0,11,11,"Success",0.00034,1.350443,2.08667,0.00865,0.05146,0.069219,0.013117,0.043591,3.6241,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,128,0,0,12,"Warmup",0.004655,1.478862,1.370922,0.097121,0.063191,0.056123,0.025839,0.160342,3.257981,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,128,0,1,12,"Warmup",0.000218,1.530575,1.360088,0.009569,0.06794,0.056269,0.027566,0.103312,3.156315,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,128,0,2,12,"Success",0.000258,1.510595,1.397931,0.027786,0.057166,0.057358,0.026114,0.103728,3.181362,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,128,0,3,12,"Success",0.000279,1.528785,1.357261,0.026739,0.059029,0.057835,0.028555,0.115647,3.174658,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,128,0,4,12,"Success",0.000312,1.53419,1.364587,0.026654,0.064828,0.057527,0.026208,0.105062,3.179991,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,128,0,5,12,"Success",0.000273,1.511228,1.362469,0.025889,0.084525,0.057314,0.026847,0.105103,3.174348,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,128,0,6,12,"Success",0.000264,1.523505,1.3671,0.028498,0.055252,0.061611,0.025504,0.10373,3.166014,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,128,0,7,12,"Success",0.000409,1.513837,1.439869,0.029026,0.062383,0.056272,0.026972,0.10346,3.232701,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,128,0,8,12,"Success",0.000265,1.531551,1.365532,0.027334,0.058266,0.060173,0.027011,0.127139,3.197938,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,128,0,9,12,"Success",0.000428,1.501226,1.370643,0.027139,0.05928,0.055824,0.026162,0.103945,3.145448,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,128,0,10,12,"Success",0.000287,1.512222,1.366448,0.028525,0.073405,0.054313,0.027221,0.10325,3.166103,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,128,0,11,12,"Success",0.000286,1.528986,1.359619,0.028062,0.057047,0.06193,0.027542,0.107224,3.171164,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,256,0,0,13,"Warmup",0.003877,4.512997,4.869612,0.153189,1.038883,1.019551,0.040592,0.331123,11.970843,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,256,0,1,13,"Warmup",0.000294,4.18305,4.780379,0.025144,1.034657,1.030685,0.038665,0.253712,11.347167,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,256,0,2,13,"Success",0.005293,4.687971,4.864488,0.103094,1.031657,1.022832,0.04189,0.275103,12.032979,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,256,0,3,13,"Success",0.006038,4.731685,4.792463,0.0941,1.041575,1.001588,0.038465,0.238534,11.945055,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,256,0,4,13,"Success",0.005371,4.724144,4.793932,0.097959,1.028702,1.030054,0.041144,0.264856,11.987707,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,256,0,5,13,"Success",0.005614,4.738178,4.787446,0.098295,1.024642,1.024531,0.039214,0.245787,11.964444,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,256,0,6,13,"Success",0.005212,4.714575,4.783269,0.094568,1.037879,1.025807,0.038387,0.249522,11.949856,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,256,0,7,13,"Success",0.005467,4.729881,4.74412,0.119544,1.033411,1.024724,0.038033,0.244311,11.940205,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,256,0,8,13,"Success",0.005411,4.718598,4.798881,0.090248,1.029191,1.01894,0.038025,0.2448,11.944701,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,256,0,9,13,"Success",0.005159,4.744985,4.746246,0.110143,1.03309,1.022069,0.042352,0.243778,11.948668,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,256,0,10,13,"Success",0.005118,4.743931,4.821052,0.098876,1.040704,1.032377,0.036395,0.25295,12.032114,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",128,256,0,11,13,"Success",0.005606,4.725972,4.768334,0.113671,1.026274,1.026151,0.037654,0.244267,11.948645,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,256,0,0,14,"Warmup",0.004328,11.251546,9.762712,0.265104,2.606972,2.14004,0.083243,0.407789,26.522536,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,256,0,1,14,"Warmup",0.000214,11.067047,9.769417,0.063414,2.368359,2.150766,0.076864,0.385465,25.882183,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,256,0,2,14,"Success",0.004356,11.385258,9.822317,0.16847,2.844202,2.142128,0.074415,0.327006,26.768784,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,256,0,3,14,"Success",0.000335,11.211815,9.817679,0.07895,2.450001,2.142747,0.075901,0.371865,26.149825,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,256,0,4,14,"Success",0.000312,11.287167,9.802634,0.081289,2.602121,2.138909,0.075122,0.348355,26.336551,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,256,0,5,14,"Success",0.000316,11.211003,9.886581,0.076845,2.569177,2.149284,0.072111,0.369818,26.335697,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,256,0,6,14,"Success",0.000298,11.282255,9.856022,0.078761,3.672936,2.175025,0.075522,0.35334,27.494676,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,256,0,7,14,"Success",0.000304,11.21692,9.892468,0.077001,2.582942,2.123906,0.078028,0.372106,26.344194,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,256,0,8,14,"Success",0.000295,11.276411,9.8688,0.081382,5.197616,2.122351,0.087457,0.322106,28.95697,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,256,0,9,14,"Success",0.000333,11.224444,9.789694,0.08592,2.604807,2.141262,0.074247,0.357652,26.27924,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,256,0,10,14,"Success",0.000298,11.266933,9.765907,0.075928,2.748674,2.145934,0.067444,0.331439,26.403449,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,256,0,11,14,"Success",0.000318,11.212436,9.81916,0.0738,2.498554,2.138215,0.072409,0.373212,26.188814,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,512,0,0,15,"Warmup",0.006585,12.318146,10.407253,0.549416,2.865986,2.198293,0.212459,0.520857,29.079528,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,512,0,1,15,"Warmup",0.000255,12.426005,10.291997,0.121421,2.589775,2.180491,0.205816,0.426347,28.242873,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,512,0,2,15,"Success",0.004548,12.486996,10.229326,0.478459,2.442209,2.181037,0.192443,0.401063,28.416665,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,512,0,3,15,"Success",0.004423,12.52837,10.164555,0.503374,2.734728,2.20243,0.183178,0.421418,28.743156,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,512,0,4,15,"Success",0.004702,12.515197,10.23189,0.524642,2.510027,2.197773,0.197286,0.411412,28.593522,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,512,0,5,15,"Success",0.004349,12.518821,10.151422,0.50605,2.429302,2.193046,0.190289,0.437385,28.43132,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,512,0,6,15,"Success",0.004451,12.503692,10.292215,0.523551,2.650763,2.191629,0.185411,0.397667,28.75003,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,512,0,7,15,"Success",0.004704,12.49642,10.21253,0.50624,2.448078,2.17308,0.184708,0.399372,28.427592,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,512,0,8,15,"Success",0.004515,12.508141,10.266659,0.485326,72.083321,2.11791,0.189396,0.399443,98.055348,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,512,0,9,15,"Success",0.004384,12.512968,10.154257,0.481653,2.528336,2.172704,0.181935,0.422052,28.459098,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,512,0,10,15,"Success",0.004507,12.51034,10.284759,0.492602,2.434858,2.191203,0.203629,0.415295,28.537843,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",256,512,0,11,15,"Success",0.00443,12.487111,10.225269,0.458382,2.846472,2.192898,0.187545,0.41978,28.822419,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",2,"powerof2",512,512,0,0,16,"Warmup",0.004909,12.03591,8.87969,1.246059,4.753815,4.096896,0.38333,0.625555,32.026842,2097152,0,2097152,0,0
