; "SupportedThreads",80,"UsedThreads",20,"TotalMemory",404363345920,"PlanRigor","estimate","PlanTimeLimit [s]","None","NumberWarmups",0,"NumberWarmRuns",20,"NumberTotalRuns",20,"ErrorBound",1e-05,"CurrentTime",1600161267,"CurrentTimeLocal","Tue Sep 15 11:14:27 2020","Hostname","csk042.cluster","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 8.4e-05
; "Time_ContextDestroy [ms]", 3.4e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",32768,32768,0,1,4,"Success",0.409916,7.483069,8.122995,3302.778325,1407.165676,1146.94256,1802.613102,41.935721,7717.452939,17180393472,0,8589934592,3.3993498904e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",32768,32768,0,2,4,"Success",0.404888,8.010226,8.120217,3308.178065,1403.126734,1132.496146,1820.460841,41.928891,7722.727163,17180393472,0,8589934592,3.3993498904e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",32768,32768,0,3,4,"Success",0.252119,8.015136,8.144775,3308.173403,1403.793025,1146.223918,1808.153606,41.916951,7724.674451,17180393472,0,8589934592,3.3993498904e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",32768,32768,0,4,4,"Success",0.411058,7.995231,8.123226,3306.838135,1401.659782,1165.090139,1827.816892,41.898298,7759.834395,17180393472,0,8589934592,3.3993498904e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",32768,32768,0,5,4,"Success",0.443667,8.007996,8.125983,3284.263206,1393.925691,1156.851827,1805.873023,41.912021,7699.404642,17180393472,0,8589934592,3.3993498904e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",32768,32768,0,6,4,"Success",0.404596,8.026537,8.122947,3308.698921,1396.884071,1155.310372,1811.49074,42.19833,7731.137737,17180393472,0,8589934592,3.3993498904e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",32768,32768,0,7,4,"Success",0.40866,8.015432,8.119431,3305.411619,1395.053853,1182.078817,1803.433759,41.922659,7744.445413,17180393472,0,8589934592,3.3993498904e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",32768,32768,0,8,4,"Success",0.403803,8.043262,8.120558,3304.973648,1394.738171,1168.515874,1815.646018,42.06741,7742.510416,17180393472,0,8589934592,3.3993498904e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",32768,32768,0,9,4,"Success",0.403581,8.015801,8.139562,3309.183172,1394.743887,1163.8864,1810.193564,41.982113,7736.550059,17180393472,0,8589934592,3.3993498904e-17,0
"Fftw_mkl_gnuwrapper","Outplace","Real","double",2,"powerof2",32768,32768,0,10,4,"Success",0.414998,8.001982,8.128688,3307.587101,1403.415803,1141.746854,1807.816299,41.933338,7719.046346,17180393472,0,8589934592,3.3993498904e-17,0
