; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",16714620928,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1534969249,"CurrentTimeLocal","Wed Aug 22 23:20:49 2018","Hostname","mikihir","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000147
; "Time_ContextDestroy [ms]", 6.3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,3,6,"Success",0.004676,33.841796,30.548156,0.000185,0.001095,0.00083,0.000166,0.001457,64.398867,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,4,6,"Success",0.004588,34.04229,30.594557,0.000191,0.001021,0.000791,0.000155,0.001466,64.645586,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,5,6,"Success",0.004428,33.750139,30.746521,0.000175,0.000972,0.000822,0.000163,0.001364,64.50508,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,6,6,"Success",0.004356,33.982121,30.882424,0.000195,0.00096,0.000815,0.000161,0.001578,64.873117,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,7,6,"Success",0.004499,33.725732,30.801469,0.000187,0.000996,0.000839,0.000139,0.001338,64.535696,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,8,6,"Success",0.000158,33.906849,30.763397,0.000195,0.00105,0.000867,0.000193,0.001446,64.674662,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,9,6,"Success",0.000143,33.825494,30.363507,0.000191,0.001042,0.000818,0.000169,0.001388,64.193255,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,10,6,"Success",0.000162,33.787259,30.761725,0.000207,0.001075,0.00085,0.000159,0.001584,64.553544,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,11,6,"Success",0.000134,34.030571,30.591994,0.000203,0.00137,0.000871,0.000135,0.001561,64.627362,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,0,7,"Warmup",0.000317,48.370071,43.494627,0.000282,0.00189,0.001671,0.000271,0.001556,91.871178,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,1,7,"Warmup",0.004449,48.238701,43.890802,0.000299,0.002211,0.002063,0.000246,0.001526,92.140816,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,2,7,"Success",0.016771,48.321532,43.450024,0.0003,0.002075,0.001675,0.000253,0.001837,91.794963,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,3,7,"Success",0.01584,48.09205,43.448871,0.000281,0.001895,0.00163,0.000257,0.001633,91.56297,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,4,7,"Success",0.012005,48.1779,43.385286,0.000281,0.001812,0.001622,0.000247,0.001712,91.581377,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,5,7,"Success",0.011929,47.859497,43.3115,0.000285,0.001794,0.001689,0.000241,0.001495,91.18895,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,6,7,"Success",0.016235,48.37714,43.2703,0.000286,0.001816,0.001643,0.000252,0.001596,91.669776,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,7,7,"Success",0.016236,48.35509,43.474146,0.000267,0.001836,0.001665,0.000274,0.001792,91.851812,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,8,7,"Success",0.011791,48.198103,43.44878,0.000284,0.001852,0.001589,0.00028,0.001596,91.664765,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,9,7,"Success",0.011907,47.969299,43.339712,0.00028,0.001861,0.001614,0.000239,0.001506,91.326932,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,10,7,"Success",0.015702,47.899881,43.503718,0.000281,0.001797,0.001587,0.000267,0.001572,91.425318,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,11,7,"Success",0.0158,48.219322,43.449442,0.000285,0.001893,0.001672,0.000258,0.001683,91.690846,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,0,8,"Warmup",0.00029,69.974332,64.218946,0.000535,0.004191,0.004132,0.00054,0.001733,134.205196,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,1,8,"Warmup",0.004614,70.527124,64.488349,0.000575,0.004461,0.004391,0.0005,0.002041,135.032562,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,2,8,"Success",0.016621,70.183117,64.159243,0.000656,0.004898,0.004307,0.000567,0.002048,134.37201,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,3,8,"Success",0.016823,70.068867,63.667117,0.000574,0.004482,0.00421,0.000534,0.001655,133.764751,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,4,8,"Success",0.0161,70.528147,64.084761,0.000544,0.0047,0.004349,0.000479,0.001968,134.641569,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,5,8,"Success",0.016548,70.815923,63.658081,0.000557,0.004777,0.004239,0.000496,0.001844,134.502989,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,6,8,"Success",0.016945,70.464457,64.121815,0.000644,0.0045,0.004118,0.000479,0.001821,134.615303,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,7,8,"Success",0.016407,70.23468,64.006381,0.000538,0.004344,0.004225,0.000499,0.001657,134.269255,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,8,8,"Success",0.016814,70.285484,64.295735,0.000579,0.004868,0.004239,0.000474,0.001765,134.610459,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,9,8,"Success",0.012164,70.418166,63.769308,0.000549,0.004404,0.004252,0.00049,0.001637,134.211496,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,10,8,"Success",0.012528,70.128675,63.826906,0.000535,0.004411,0.006979,0.000479,0.0016,133.982649,8192,0,8192,1.1786158654e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,11,8,"Success",0.016927,69.857058,63.450211,0.000533,0.004388,0.00415,0.000497,0.001647,133.335931,8192,0,8192,1.1786158654e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,0,9,"Warmup",0.00024,105.363453,98.809817,0.001234,0.009616,0.009409,0.001005,0.002474,204.197785,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,1,9,"Warmup",0.016822,105.350081,98.454197,0.001097,0.009563,0.009168,0.000892,0.002454,203.844786,16384,0,16384,1.053928551e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,2,9,"Success",0.016378,105.283972,98.609762,0.001066,0.009702,0.009144,0.000891,0.002421,203.93384,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,3,9,"Success",0.016536,105.903333,98.447002,0.001106,0.009856,0.009469,0.000911,0.002409,204.391159,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,4,9,"Success",0.016543,105.608876,98.752276,0.001024,0.009667,0.009686,0.000911,0.002461,204.401961,16384,0,16384,1.053928551e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,5,9,"Success",0.016796,106.831529,98.755581,0.001081,0.009795,0.009447,0.000882,0.002331,205.627988,16384,0,16384,1.053928551e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,6,9,"Success",0.016833,105.906594,98.431022,0.001079,0.009751,0.009507,0.000902,0.002081,204.378286,16384,0,16384,1.053928551e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,7,9,"Success",0.016594,105.090445,98.460868,0.001019,0.009403,0.008785,0.000881,0.002066,203.590573,16384,0,16384,1.053928551e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,8,9,"Success",0.016384,105.421689,98.97686,0.00107,0.009864,0.009534,0.000905,0.002209,204.439046,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,9,9,"Success",0.016772,105.868334,98.74967,0.001075,0.009688,0.009283,0.00089,0.002261,204.658504,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,10,9,"Success",0.016111,106.11833,99.211283,0.001094,0.009954,0.009487,0.000897,0.002235,205.369938,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,11,9,"Success",0.018425,106.864361,98.927914,0.001051,0.009949,0.009303,0.000891,0.002497,205.834914,16384,0,16384,1.053928551e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,0,10,"Warmup",0.000179,185.850083,175.220893,0.002592,0.023955,0.023107,0.001796,0.002816,361.125993,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,1,10,"Warmup",0.005081,183.954932,176.163387,0.002502,0.023572,0.023462,0.00178,0.003054,360.178334,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,2,10,"Success",0.004945,185.471681,175.373352,0.002267,0.02284,0.02248,0.001746,0.002689,360.902519,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,3,10,"Success",0.005148,184.488298,174.452176,0.002199,0.022758,0.040791,0.00176,0.002697,359.016347,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,4,10,"Success",0.005174,185.655354,174.979716,0.002395,0.02363,0.023344,0.001831,0.002837,360.694838,32768,0,32768,1.0537998583e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,5,10,"Success",0.005207,185.856434,175.922302,0.00235,0.022735,0.022799,0.001723,0.003183,361.837288,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,6,10,"Success",0.004774,184.647405,175.185935,0.002498,0.023502,0.023044,0.001753,0.002869,359.892328,32768,0,32768,1.0537998583e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,7,10,"Success",0.005239,185.586328,175.242347,0.002353,0.022712,0.022496,0.001694,0.002647,360.886363,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,8,10,"Success",0.004712,184.675881,176.354556,0.002192,0.022912,0.022661,0.001714,0.003158,361.088325,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,9,10,"Success",0.005117,184.374829,174.423878,0.002219,0.022509,0.022508,0.001724,0.003118,358.856457,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,10,10,"Success",0.005041,185.114582,173.482166,0.002372,0.025772,0.022735,0.001787,0.002917,358.65795,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,11,10,"Success",0.004838,184.606578,175.876546,0.002243,0.022568,0.036995,0.001715,0.002742,360.554784,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,0,11,"Warmup",0.000229,334.692223,322.715729,0.005792,0.049479,0.049799,0.003435,0.003287,657.520562,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,1,11,"Warmup",0.005184,334.833192,321.582537,0.005085,0.049436,0.048174,0.003401,0.002754,656.530351,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,2,11,"Success",0.004865,335.515298,323.833612,0.005006,0.048022,0.047804,0.003325,0.016644,659.47511,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,3,11,"Success",0.004808,337.854973,323.706371,0.005123,0.048656,0.048477,0.003338,0.017797,661.690105,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,4,11,"Success",0.004786,338.037131,319.819931,0.004855,0.050543,0.047263,0.003358,0.018659,657.987105,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,5,11,"Success",0.004759,336.546179,320.256292,0.005048,0.04868,0.047448,0.003336,0.003044,656.915343,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,6,11,"Success",0.00504,333.79952,319.493768,0.005225,0.048486,0.047652,0.003348,0.00276,653.406355,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,7,11,"Success",0.004656,338.335607,320.559149,0.006276,0.052453,0.049711,0.00343,0.003151,659.015021,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,8,11,"Success",0.004758,333.757575,319.136167,0.005351,0.050187,0.049279,0.003427,0.026097,653.033428,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,9,11,"Success",0.0049,335.021772,318.544063,0.006278,0.048518,0.048324,0.00336,0.003187,653.681047,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,10,11,"Success",0.00499,336.917066,320.631704,0.005232,0.051121,0.047736,0.003447,0.019483,657.681399,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,11,11,"Success",0.004927,333.665038,317.967818,0.005172,0.049411,0.048108,0.00334,0.00315,651.747535,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,0,12,"Warmup",0.004665,674.446779,654.978648,0.011825,0.115939,0.111624,0.006797,0.005971,1329.682828,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,1,12,"Warmup",0.017081,677.601491,651.167726,0.01129,0.113397,0.109901,0.006742,0.003908,1329.032126,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,2,12,"Success",0.004832,669.956902,657.949653,0.010649,0.114119,0.122329,0.006784,0.0296,1328.195444,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,3,12,"Success",0.005091,673.919112,653.548254,0.013089,0.112489,0.110739,0.006651,0.003937,1327.719969,131072,0,131072,1.0537033697e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,4,12,"Success",0.005231,677.248356,652.662937,0.010866,0.131753,0.118111,0.006911,0.026288,1330.211026,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,5,12,"Success",0.004985,678.013331,651.943401,0.012014,0.130404,0.111232,0.006756,0.00401,1330.226735,131072,0,131072,1.0537033697e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,6,12,"Success",0.005416,682.117577,653.025546,0.014558,0.113504,0.131395,0.006909,0.03201,1335.447567,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,7,12,"Success",0.004953,681.642644,650.783543,0.01172,0.117728,0.111962,0.006779,0.027375,1332.707272,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,8,12,"Success",0.00499,676.9304,661.469057,0.011661,0.113001,0.11219,0.006655,0.003749,1338.652298,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,9,12,"Success",0.005279,681.091564,660.339835,0.011509,0.118427,0.111473,0.006906,0.033904,1341.719513,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,10,12,"Success",0.004794,677.084575,653.218776,0.012129,0.115802,0.112815,0.006828,0.004267,1330.560627,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,11,12,"Success",0.004778,677.576162,658.603689,0.011338,0.111231,0.110978,0.006662,0.028967,1336.454399,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,0,13,"Warmup",0.006526,1350.947032,1332.490351,0.027171,0.366204,0.251999,0.015874,0.061335,2684.16713,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,1,13,"Warmup",0.021448,1347.538615,1332.120822,0.033333,0.283833,0.314353,0.01569,0.005979,2680.334789,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,2,13,"Success",0.018586,1344.282692,1331.869821,0.028253,0.276095,0.26327,0.015392,0.004673,2676.759453,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,3,13,"Success",0.018002,1346.731327,1328.736353,0.025404,0.355467,0.259024,0.015579,0.052753,2676.194582,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,4,13,"Success",0.020955,1351.363645,1324.452541,0.026024,0.386237,0.260299,0.016022,0.046809,2676.573222,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,5,13,"Success",0.020853,1343.759087,1324.695692,0.024759,0.354221,0.266732,0.016013,0.062385,2669.200408,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,6,13,"Success",0.021517,1346.140405,1334.188587,0.031257,0.282468,0.279131,0.015827,0.005054,2680.964918,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,7,13,"Success",0.018772,1344.873225,1327.349034,0.027896,0.272866,0.266685,0.01539,0.059622,2672.884166,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,8,13,"Success",0.023073,1348.469995,1344.604062,0.028677,0.35475,0.269319,0.015624,0.004864,2693.77104,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,9,13,"Success",0.018219,1345.679468,1337.834153,0.031163,0.315566,0.25899,0.014191,0.039344,2684.191736,262144,0,262144,1.0536872909e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,10,13,"Success",0.02045,1361.355367,1323.92681,0.025816,0.353557,0.272933,0.016072,0.0481,2686.019786,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,11,13,"Success",0.021234,1337.60051,1333.2866,0.024817,0.342107,0.269574,0.015424,0.042869,2671.603781,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,0,14,"Warmup",0.00282,3272.879496,3291.635557,0.067671,0.743078,0.741689,0.063302,0.118867,6566.25318,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,1,14,"Warmup",0.023223,3261.027553,3278.894552,0.080436,0.846002,0.661086,0.05131,0.111452,6541.696398,524288,0,524288,1.0536792517e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,2,14,"Success",0.009186,3300.958147,3289.043784,0.075693,0.649729,0.663009,0.05913,0.160605,6591.6201,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,3,14,"Success",0.011514,3276.403664,3310.472506,0.074449,0.816387,0.709892,0.047433,0.101103,6588.637814,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,4,14,"Success",0.009339,3284.166509,3287.754722,0.065191,0.702632,0.74644,0.048983,0.100314,6573.594843,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,5,14,"Success",0.008863,3286.005416,3269.077696,0.066059,0.870693,0.812849,0.049545,0.098374,6556.990263,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,6,14,"Success",0.008999,3272.983307,3283.736271,0.074117,0.661848,0.677006,0.04841,0.133329,6558.324062,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,7,14,"Success",0.010588,3256.88919,3303.598636,0.067875,0.83333,0.634475,0.049833,0.102411,6562.187053,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,8,14,"Success",0.022476,3284.300422,3304.26881,0.071218,0.943779,0.78205,0.046401,0.09644,6590.532494,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,9,14,"Success",0.023036,3285.449921,3305.840675,0.059761,0.940609,0.790602,0.04553,0.077803,6593.228687,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,10,14,"Success",0.022245,3263.1459,3277.451853,0.071279,0.703136,0.655604,0.042332,0.085225,6542.178463,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,11,14,"Success",0.009368,3265.323096,3282.337706,0.060808,0.681991,0.900991,0.044938,0.078054,6549.437705,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,0,15,"Warmup",0.010907,2454.045653,2452.858172,0.186778,1.477269,1.490591,0.129398,0.086936,4910.28663,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,1,15,"Warmup",0.007748,2457.608836,2439.042934,0.186938,1.567454,1.546565,0.120031,0.197544,4900.278896,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,2,15,"Success",0.030564,2448.529374,2420.671864,0.164276,1.560214,1.540673,0.116582,0.172471,4872.786857,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,3,15,"Success",0.029378,2446.032529,2458.56663,0.184048,1.526436,1.538805,0.127252,0.216296,4908.222259,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,4,15,"Success",0.029798,2442.014312,2459.91826,0.160458,1.47578,1.534313,0.13358,0.208182,4905.475491,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,5,15,"Success",0.029614,2443.762765,2465.680428,0.167508,1.530067,1.519122,0.124814,0.195355,4913.010483,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,6,15,"Success",0.029157,2455.688075,2439.904192,0.188175,1.514067,1.558614,0.125892,0.219129,4899.228171,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,7,15,"Success",0.015915,2458.335639,2467.913915,0.196111,1.486599,1.54268,0.126487,0.219411,4929.837568,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,8,15,"Success",0.01574,2441.25929,2443.040759,0.162999,1.500075,1.507312,0.125781,0.199338,4887.812074,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,9,15,"Success",0.03029,2433.10586,2445.052655,0.194972,1.482427,1.522183,0.12159,0.221989,4881.732873,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,10,15,"Success",0.015956,2431.115181,2451.917564,0.177202,1.520602,1.548418,0.1373,0.220655,4886.65386,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,11,15,"Success",0.015809,2429.446852,2448.452681,0.16053,1.532684,1.524236,0.130227,0.196659,4881.460514,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,0,16,"Warmup",0.007915,5930.439783,5967.50679,0.441788,3.709954,3.570805,0.260563,0.17178,11906.110545,2097152,0,2097152,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,1,16,"Warmup",0.013831,5936.235817,5934.505535,0.580365,3.737129,3.631752,0.312737,0.410944,11879.429133,2097152,0,2097152,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,2,16,"Success",0.027972,5971.293279,5966.509371,0.408535,3.638879,3.49499,0.316405,0.402612,11946.093104,2097152,0,2097152,1.1780424758e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,3,16,"Success",0.026063,5892.061596,5915.410243,0.422,3.608523,3.698739,0.286267,0.416363,11815.931236,2097152,0,2097152,1.1780424758e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,4,16,"Success",0.042158,5933.284711,5975.956377,0.406163,3.661526,3.632656,0.292334,0.406446,11917.683779,2097152,0,2097152,1.1780424758e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,5,16,"Success",0.027666,5892.819957,5929.55206,0.595483,3.765449,3.668977,0.29484,0.37837,11831.103849,2097152,0,2097152,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,6,16,"Success",0.052573,5932.600681,5965.227122,0.399059,3.678984,3.687786,0.293911,0.434486,11906.375615,2097152,0,2097152,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,7,16,"Success",0.040394,5921.009989,5955.65477,0.423699,3.713723,3.677814,0.330004,0.409145,11885.26069,2097152,0,2097152,1.1780424758e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,8,16,"Success",0.027272,5931.933971,5966.163971,0.415423,3.66357,3.58545,0.320285,0.393049,11906.504113,2097152,0,2097152,1.1780424758e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,9,16,"Success",0.025792,5924.899807,5969.367848,0.40582,3.69561,3.610174,0.305437,0.394085,11902.705641,2097152,0,2097152,1.1780424758e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,10,16,"Success",0.026385,5943.492126,6017.232913,0.414284,3.607353,3.740423,0.311628,0.410005,11969.236654,2097152,0,2097152,1.1780424758e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,11,16,"Success",0.045267,5957.661855,5981.570072,0.430774,3.617113,3.568361,0.310127,0.418414,11947.623116,2097152,0,2097152,1.1780424758e-08,0
