; "SupportedThreads",24,"UsedThreads",24,"TotalMemory",67312484352,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1503634357,"CurrentTimeLocal","Fri Aug 25 06:12:37 2017","Hostname","taurusi5417","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000236
; "Time_ContextDestroy [ms]", 0.000267
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,0,4,"Warmup",0.000399,52.839154,51.184193,0.000283,0.001079,0.000533,0.000202,0.001263,104.028609,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,1,4,"Warmup",0.000455,52.984051,50.880478,0.000291,0.001081,0.000525,0.000238,0.001397,103.870091,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,2,4,"Success",0.000461,52.962892,50.963803,0.000271,0.001159,0.000534,0.000208,0.001315,103.932132,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,3,4,"Success",0.000507,52.656759,51.113137,0.00027,0.001174,0.000511,0.000231,0.001588,103.775675,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,4,4,"Success",0.000387,53.021214,50.939581,0.000282,0.001019,0.000561,0.000218,0.001196,103.966033,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,5,4,"Success",0.000587,52.902035,51.084339,0.000267,0.001077,0.000523,0.000202,0.001335,103.991782,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,6,4,"Success",0.000383,53.087238,50.819159,0.000275,0.001067,0.000547,0.00021,0.00136,103.911782,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,7,4,"Success",0.000481,53.011002,51.102414,0.00026,0.001041,0.000523,0.000206,0.001321,104.118721,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,8,4,"Success",0.000395,53.003043,50.460557,0.000307,0.001085,0.000541,0.0002,0.001512,103.469154,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,9,4,"Success",0.000479,52.911809,50.730272,0.000271,0.001069,0.000535,0.000193,0.001353,103.647562,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,10,4,"Success",0.000431,52.657301,50.714297,0.000287,0.001063,0.004539,0.000227,0.001646,103.381304,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",64,0,0,11,4,"Success",0.000385,52.933669,51.219808,0.000277,0.001157,0.000523,0.000233,0.001343,104.158961,512,0,512,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,0,5,"Warmup",0.000563,118.062536,111.902938,0.000465,0.002059,0.001117,0.000245,0.001307,229.972902,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,1,5,"Warmup",0.000692,118.098943,111.672344,0.000455,0.002131,0.001144,0.00024,0.001826,229.779415,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,2,5,"Success",0.000718,118.330099,116.051969,0.000471,0.00233,0.00103,0.000278,0.001459,234.389877,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,3,5,"Success",0.000762,120.580697,112.875409,0.000425,0.002181,0.001088,0.000247,0.00142,233.46375,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,4,5,"Success",0.000686,121.989171,114.46722,0.000427,0.002175,0.001091,0.000257,0.001475,236.464155,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,5,5,"Success",0.000639,120.502771,114.398523,0.000377,0.002057,0.001097,0.000244,0.001493,234.908758,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,6,5,"Success",0.000643,119.2005,113.62764,0.000419,0.002133,0.001132,0.000276,0.001366,232.835679,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,7,5,"Success",0.000562,118.622398,112.362767,0.00038,0.002135,0.00103,0.000266,0.001513,230.992459,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,8,5,"Success",0.000663,118.236762,112.433862,0.000411,0.002179,0.001061,0.000293,0.001582,230.678444,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,9,5,"Success",0.000641,119.877679,113.699136,0.000439,0.002189,0.001088,0.000244,0.001409,233.584409,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,10,5,"Success",0.000614,120.166712,116.329462,0.000447,0.002069,0.001161,0.000249,0.001548,236.503822,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,11,5,"Success",0.00079,118.751985,115.056299,0.000479,0.002666,0.001211,0.000243,0.001313,233.81653,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,0,6,"Warmup",0.000529,177.163744,167.661945,0.000445,0.028591,0.015757,0.000233,0.016891,344.889781,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,1,6,"Warmup",0.000695,176.527083,168.104675,0.000445,0.018842,0.01807,0.000267,0.020805,344.692688,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,2,6,"Success",0.00068,176.773089,170.097549,0.000421,0.013371,0.019999,0.000697,0.01388,346.921802,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,3,6,"Success",0.000607,175.84796,166.575547,0.000473,0.014053,0.021125,0.000226,0.014618,342.476259,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,4,6,"Success",0.000724,177.512731,170.273315,0.000435,0.020155,0.020042,0.000686,0.019579,347.850441,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,5,6,"Success",0.000589,180.1538,171.131353,0.000403,0.015791,0.017499,0.000697,0.019423,351.341312,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,6,6,"Success",0.000571,178.421116,170.292398,0.000399,0.015678,0.016982,0.000231,0.01478,348.763904,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,7,6,"Success",0.000661,179.120784,168.694593,0.000473,0.018439,0.014107,0.000265,0.018425,347.869288,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,8,6,"Success",0.000621,176.151901,166.368442,0.00054,0.016496,0.017156,0.000477,0.022585,342.580418,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,9,6,"Success",0.000619,174.787081,168.036927,0.000445,0.018532,0.018768,0.000233,0.018437,342.882796,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,10,6,"Success",0.000691,180.865222,164.317068,0.000449,0.014311,0.016149,0.000816,0.014933,345.231415,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,11,6,"Success",0.000575,174.027977,166.499793,0.000425,0.01547,0.017184,0.000227,0.02245,340.586064,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,0,7,"Warmup",0.000608,288.371448,271.996979,0.001068,0.029027,0.023012,0.001071,0.019339,560.444689,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,1,7,"Warmup",0.00068,289.695726,278.472796,0.001394,0.016479,0.02149,0.001233,0.02063,568.232635,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,2,7,"Success",0.000524,292.292251,276.370764,0.001287,0.01797,0.022822,0.001375,0.016904,568.726152,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,3,7,"Success",0.000671,285.993615,270.204624,0.001331,0.020163,0.021707,0.001052,0.01755,556.262834,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,4,7,"Success",0.000535,283.776443,268.607503,0.001335,0.017651,0.019283,0.001309,0.020057,552.446147,4096,0,4096,1.1791923467e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,5,7,"Success",0.000629,286.280327,276.92226,0.001378,0.02661,0.021039,0.001181,0.016494,563.272079,4096,0,4096,1.1791923467e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,6,7,"Success",0.000679,289.24555,276.575624,0.001405,0.031086,0.022821,0.001142,0.033508,565.914164,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,7,7,"Success",0.000557,290.825918,275.84858,0.001301,0.033384,0.023884,0.000954,0.037295,566.774131,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,8,7,"Success",0.000641,291.033131,276.37174,0.00119,0.01691,0.02395,0.001299,0.019828,567.470825,4096,0,4096,1.1791923467e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,9,7,"Success",0.000541,289.891109,271.343822,0.001065,0.020699,0.022833,0.001321,0.020758,561.304281,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,10,7,"Success",0.000565,289.714024,268.599312,0.001347,0.030354,0.021859,0.001076,0.033951,558.404895,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,11,7,"Success",0.000601,284.70199,275.316431,0.001198,0.018533,0.025351,0.001495,0.015612,560.083527,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,0,8,"Warmup",0.000729,403.605728,384.017485,0.001135,0.021755,0.028866,0.001081,0.023068,787.701494,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,1,8,"Warmup",0.000632,416.605055,392.509773,0.0017,0.027091,0.023793,0.00057,0.02244,809.193089,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,2,8,"Success",0.000771,411.878716,393.18577,0.001035,0.023541,0.024333,0.000698,0.021138,805.137667,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,3,8,"Success",0.000675,408.638807,382.084366,0.00102,0.022841,0.02491,0.001614,0.020574,790.796505,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,4,8,"Success",0.00076,399.15984,379.05103,0.000948,0.02287,0.02571,0.000563,0.022733,778.286252,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,5,8,"Success",0.000668,399.276314,379.231211,0.001039,0.02246,0.02247,0.000643,0.022849,778.579574,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,6,8,"Success",0.000509,403.776351,384.517715,0.001127,0.024994,0.022057,0.002538,0.023839,788.37094,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,7,8,"Success",0.000726,402.490917,379.553733,0.000954,0.022431,0.0266,0.000689,0.021151,782.118953,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,8,8,"Success",0.000728,399.850131,379.275467,0.001032,0.022817,0.021896,0.000802,0.024903,779.199472,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,9,8,"Success",0.000563,397.083661,384.058836,0.001097,0.020217,0.022358,0.000892,0.020907,781.210163,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,10,8,"Success",0.00061,396.986331,381.227882,0.00102,0.026143,0.026791,0.000786,0.020847,778.292007,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,11,8,"Success",0.000686,396.271523,385.776524,0.000982,0.020928,0.022055,0.000579,0.019053,782.114093,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,0,9,"Warmup",0.000631,554.586297,529.23879,0.00451,0.029651,0.046703,0.00341,0.032782,1083.944953,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,1,9,"Warmup",0.00067,558.456664,535.23106,0.004192,0.027116,0.041022,0.003583,0.030647,1093.797084,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,2,9,"Success",0.000716,560.524511,531.190906,0.004481,0.030349,0.046352,0.004484,0.033887,1091.837791,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,3,9,"Success",0.000679,555.029353,532.647839,0.004575,0.031182,0.044014,0.003588,0.032115,1087.795256,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,4,9,"Success",0.000607,551.085787,533.225013,0.004278,0.030166,0.044602,0.003641,0.032441,1084.428879,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,5,9,"Success",0.000714,549.523247,535.298945,0.00452,0.032024,0.045929,0.004418,0.034709,1084.94643,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,6,9,"Success",0.000721,553.181064,531.508123,0.004146,0.024834,0.055708,0.003503,0.030912,1084.811194,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,7,9,"Success",0.000736,558.821221,540.347945,0.004791,0.02918,0.048879,0.00337,0.02858,1099.286738,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,8,9,"Success",0.000768,557.573441,534.781584,0.004471,0.033687,0.048577,0.003506,0.033101,1092.481143,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,9,9,"Success",0.000834,557.10881,532.104421,0.004686,0.031577,0.04223,0.003771,0.039067,1089.33755,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,10,9,"Success",0.000674,548.339812,525.209155,0.004544,0.028105,0.0411,0.003402,0.032771,1073.661571,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,11,9,"Success",0.000626,551.843233,527.211137,0.004259,0.026804,0.04208,0.003138,0.036142,1079.169468,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,0,10,"Warmup",0.000558,757.63648,729.00666,0.00365,0.046755,0.042124,0.005757,0.042869,1486.787394,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,1,10,"Warmup",0.0008,750.353519,741.053724,0.003903,0.046791,0.047304,0.005589,0.042941,1491.556567,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,2,10,"Success",0.000556,750.789459,732.868717,0.003953,0.044722,0.04592,0.005701,0.045189,1483.80627,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,3,10,"Success",0.000669,749.505789,724.279973,0.003753,0.044386,0.048684,0.0058,0.034384,1473.925459,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,4,10,"Success",0.000601,762.758304,733.447459,0.003985,0.049803,0.043941,0.005463,0.054571,1496.367597,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,5,10,"Success",0.000662,742.349788,719.536877,0.006619,0.044594,0.041729,0.005615,0.049873,1462.037864,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,6,10,"Success",0.000657,752.573049,728.715016,0.004108,0.047647,0.043708,0.005569,0.049872,1481.441632,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,7,10,"Success",0.000755,741.822845,724.058914,0.003941,0.044901,0.045773,0.005235,0.048369,1466.032673,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,8,10,"Success",0.00068,748.249062,726.29225,0.003781,0.042226,0.04271,0.006079,0.044654,1474.68337,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,9,10,"Success",0.000748,745.201795,722.125029,0.003807,0.052013,0.051384,0.005371,0.049734,1467.491968,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,10,10,"Success",0.000598,751.831593,735.89065,0.004136,0.045885,0.048328,0.006228,0.035441,1487.864988,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,11,10,"Success",0.00059,752.119301,725.839767,0.00355,0.047966,0.044666,0.005782,0.044365,1478.107921,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,0,11,"Warmup",0.000604,959.35798,921.010443,0.014429,0.057786,0.052273,0.010426,0.06032,1880.566097,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,1,11,"Warmup",0.000635,962.092363,925.477777,0.014937,0.079039,0.052188,0.009873,0.070071,1887.798971,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,2,11,"Success",0.005116,960.646118,933.319535,0.014402,0.060803,0.050413,0.010424,0.057966,1894.166702,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,3,11,"Success",0.000694,959.858347,927.866139,0.014487,0.057995,0.049,0.009424,0.086361,1887.944516,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,4,11,"Success",0.000716,960.102308,926.999454,0.015175,0.064101,0.057055,0.010745,0.099598,1887.351092,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,5,11,"Success",0.00069,960.179143,910.08449,0.014628,0.061033,0.049702,0.010571,0.061714,1870.463779,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,6,11,"Success",0.000667,964.296218,910.790667,0.014709,0.060896,0.055381,0.010356,0.066734,1875.297661,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,7,11,"Success",0.00504,960.210568,924.507811,0.013798,0.055864,0.050117,0.009809,0.049812,1884.904827,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,8,11,"Success",0.005136,946.420307,925.691574,0.015283,0.064598,0.052594,0.01049,0.074017,1872.335789,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,9,11,"Success",0.005219,962.513497,917.68845,0.014337,0.059616,0.048324,0.011295,0.071967,1880.414575,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,10,11,"Success",0.005276,954.313925,929.622912,0.015065,0.060569,0.050495,0.010919,0.065258,1884.146074,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,11,11,"Success",0.005537,952.087319,916.794391,0.014985,0.068854,0.057624,0.012898,0.092155,1869.136043,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,0,12,"Warmup",0.000623,1291.916765,1267.514991,0.016577,0.077466,0.069482,0.022735,0.167088,2559.787788,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,1,12,"Warmup",0.000706,1308.142153,1286.547034,0.029872,0.073389,0.06282,0.022631,0.169603,2595.050181,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,2,12,"Success",0.000732,1304.034444,1275.446558,0.01824,0.083777,0.071209,0.025014,0.166185,2579.848084,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,3,12,"Success",0.000674,1307.652453,1270.769941,0.015799,0.074481,0.065739,0.021729,0.121805,2578.724457,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,4,12,"Success",0.001867,1308.144023,1275.800838,0.030623,0.075288,0.06475,0.022404,0.169675,2584.311807,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,5,12,"Success",0.00074,1302.92362,1278.580433,0.029637,0.082328,0.069718,0.024152,0.178768,2581.891316,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,6,12,"Success",0.000778,1307.884719,1269.891403,0.016976,0.071492,0.06955,0.022652,0.126155,2578.085698,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,7,12,"Success",0.00528,1305.776719,1273.080611,0.017657,0.076846,0.071375,0.023445,0.167584,2579.221479,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,8,12,"Success",0.000798,1332.710353,1283.092957,0.029992,0.073946,0.066705,0.022971,0.167404,2616.167197,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,9,12,"Success",0.000624,1314.373522,1305.732696,0.030138,0.069269,0.066015,0.020961,0.127814,2620.42308,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,10,12,"Success",0.00068,1308.997049,1296.615459,0.017667,0.082073,0.076161,0.02405,0.125704,2605.940585,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,11,12,"Success",0.000711,1317.934949,1275.341265,0.015865,0.072162,0.063267,0.022368,0.171564,2593.623987,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,0,13,"Warmup",0.005545,1848.14334,1786.805634,0.059815,0.115479,0.080616,0.046758,0.155879,3635.415034,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,1,13,"Warmup",0.005066,1841.681137,1774.269535,0.057889,0.114606,0.076777,0.044766,0.147668,3616.399647,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,2,13,"Success",0.005008,1849.475231,1782.595901,0.057638,0.117951,0.080949,0.045426,0.162151,3632.542206,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,3,13,"Success",0.000716,1846.87872,1766.416883,0.058239,0.099595,0.083501,0.045065,0.198923,3613.783885,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,4,13,"Success",0.005303,1848.275764,1780.591783,0.058031,0.097507,0.100822,0.043513,0.21911,3629.393857,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,5,13,"Success",0.000681,1855.407006,1796.009058,0.058544,0.110467,0.076915,0.044915,0.146006,3651.855607,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,6,13,"Success",0.004799,1855.376865,1790.371226,0.057874,0.095957,0.080885,0.044602,0.222916,3646.257118,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,7,13,"Success",0.000822,1854.296921,1781.149594,0.058343,0.121731,0.083384,0.044923,0.152273,3635.909881,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,8,13,"Success",0.005016,1855.691538,1780.767733,0.05731,0.103315,0.078515,0.045026,0.210197,3636.961104,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,9,13,"Success",0.000774,1856.849326,1803.681901,0.059348,0.104391,0.076565,0.046118,0.218224,3661.038626,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,10,13,"Success",0.000791,1873.172115,1796.802599,0.057468,0.110437,0.078172,0.045472,0.193188,3670.46223,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,11,13,"Success",0.000782,1859.777762,1796.725439,0.055158,0.09998,0.081102,0.044091,0.14828,3656.934468,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,0,14,"Warmup",0.006221,3084.287397,3028.287824,0.106279,0.159849,0.139579,0.090983,0.18334,6113.263226,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,1,14,"Warmup",0.000618,3094.749256,3020.849764,0.109391,0.148619,0.128793,0.093619,0.134487,6116.216418,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,2,14,"Success",0.000712,3084.112222,3011.821192,0.107697,0.148935,0.130602,0.091816,0.246616,6096.661698,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,3,14,"Success",0.005296,3128.50393,3041.230933,0.121745,0.173264,0.134195,0.094849,0.131833,6170.397989,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,4,14,"Success",0.005354,3108.542096,3042.097508,0.108898,0.153936,0.135014,0.093085,0.138044,6151.275703,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,5,14,"Success",0.005481,3130.31288,3024.207659,0.108574,0.157023,0.131734,0.091717,0.141851,6155.158824,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,6,14,"Success",0.005571,3113.822679,3028.100234,0.112092,0.146505,0.130066,0.092629,0.10651,6142.518117,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,7,14,"Success",0.006357,3148.854853,3024.224878,0.108174,0.157837,0.137315,0.093243,0.121259,6173.705703,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,8,14,"Success",0.000715,3095.593711,3038.12088,0.108901,0.155995,0.139994,0.094335,0.133122,6134.349565,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,9,14,"Success",0.00534,3129.384216,3065.34792,0.136576,0.150127,0.135385,0.096115,0.222411,6195.480191,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,10,14,"Success",0.000712,3254.819529,3166.891485,0.113164,0.148173,0.136676,0.094401,0.123882,6422.329954,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,11,14,"Success",0.005365,3221.858737,3147.09366,0.10999,0.279565,0.15814,0.095544,0.174981,6369.777868,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,0,15,"Warmup",0.005198,3072.534965,2964.430369,0.242589,0.338345,0.297064,0.245267,0.413619,6038.510184,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,1,15,"Warmup",0.005304,3114.069269,3003.52294,0.240333,0.372155,0.294152,0.241963,0.312644,6119.061442,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,2,15,"Success",0.000765,3108.879337,3020.5866,0.239056,0.335651,0.29816,0.242382,0.344463,6130.928995,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,3,15,"Success",0.000918,3112.903864,3004.242799,0.230851,0.377707,0.292202,0.233604,0.324407,6118.60876,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,4,15,"Success",0.000762,3111.556324,3010.664754,0.238108,0.359191,0.303459,0.242571,0.337579,6123.705135,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,5,15,"Success",0.000876,3100.522424,3012.930527,0.23878,0.357274,0.318943,0.241151,0.206366,6114.819181,1048576,0,1048576,0,0
