; "SupportedThreads",0,"UsedThreads",0,"TotalMemory",15964327936,"PlanRigor","measure","PlanTimeLimit [s]","None","NumberWarmups",2,"NumberWarmRuns",10,"NumberTotalRuns",12,"ErrorBound",1e-05,"CurrentTime",1534882441,"CurrentTimeLocal","Tue Aug 21 23:14:01 2018","Hostname","teegema","gearshifft","0.3.0"
; "Time_ContextCreate [ms]", 0.000186
; "Time_ContextDestroy [ms]", 7.3e-05
"library","inplace","complex","precision","dim","kind","nx","ny","nz","run","id","success","Time_Allocation [ms]","Time_PlanInitFwd [ms]","Time_PlanInitInv [ms]","Time_Upload [ms]","Time_FFT [ms]","Time_iFFT [ms]","Time_Download [ms]","Time_PlanDestroy [ms]","Time_Total [ms]","Size_DeviceBuffer [bytes]","Size_DevicePlan [bytes]","Size_DeviceTransfer [bytes]","Error_StandardDeviation","Error_Mismatches"
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,8,5,"Success",0.002782,25.042235,22.856751,0.000379,0.001621,0.000592,0.000103,0.002079,47.907499,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,9,5,"Success",0.002568,25.063971,22.653415,0.000265,0.000732,0.000583,0.000196,0.001833,47.724138,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,10,5,"Success",0.002585,25.236605,22.826117,0.000417,0.001666,0.000612,0.000106,0.002271,48.071085,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",128,0,0,11,5,"Success",0.002601,25.165197,22.723274,0.000435,0.001618,0.000586,0.000114,0.001972,47.89652,1024,0,1024,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,0,6,"Warmup",0.004493,35.65366,31.658578,0.000638,0.002591,0.00215,0.000334,0.002312,67.325551,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,1,6,"Warmup",0.00324,35.065232,31.479672,0.000388,0.001877,0.001135,0.000165,0.002158,66.554558,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,2,6,"Success",0.003266,35.648053,31.598934,0.000679,0.00243,0.000954,0.000152,0.001904,67.257256,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,3,6,"Success",0.003164,35.153444,31.576975,0.00064,0.002441,0.001276,0.000285,0.002195,66.741171,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,4,6,"Success",0.003079,35.039419,31.488631,0.000494,0.001831,0.001097,0.000179,0.001453,66.536822,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,5,6,"Success",0.002872,35.212992,31.483642,0.000622,0.002347,0.001003,0.000164,0.001925,66.706201,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,6,6,"Success",0.003123,34.958311,31.678839,0.000604,0.002912,0.001195,0.000271,0.001613,66.647558,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,7,6,"Success",0.003071,34.904965,31.579539,0.000557,0.00216,0.001018,0.000165,0.001501,66.49373,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,8,6,"Success",0.002943,35.230095,31.381356,0.000663,0.002292,0.001164,0.000249,0.00209,66.621511,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,9,6,"Success",0.003132,35.8183,31.573667,0.000679,0.002146,0.001351,0.000291,0.002055,67.402315,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,10,6,"Success",0.002956,34.927268,31.449896,0.000508,0.001939,0.001038,0.000169,0.001614,66.386156,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",256,0,0,11,6,"Success",0.003045,34.977693,31.65348,0.00061,0.002131,0.001014,0.000165,0.00207,66.641084,2048,0,2048,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,0,7,"Warmup",0.000695,50.692868,45.212727,0.000916,0.005954,0.00205,0.000292,0.002495,95.9187,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,1,7,"Warmup",0.003073,50.008121,45.253314,0.000922,0.006196,0.001968,0.000273,0.002264,95.276902,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,2,7,"Success",0.00305,50.357079,45.201091,0.000941,0.005923,0.002038,0.000283,0.002315,95.573459,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,3,7,"Success",0.003169,49.900862,45.830569,0.001091,0.00662,0.001998,0.000289,0.002084,95.747541,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,4,7,"Success",0.00305,49.834593,45.414791,0.000994,0.004054,0.001992,0.00027,0.002037,95.262561,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,5,7,"Success",0.003089,49.961677,45.438208,0.001049,0.00628,0.00203,0.000286,0.00216,95.41549,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,6,7,"Success",0.00306,50.041238,45.422148,0.000821,0.00621,0.001964,0.000308,0.002274,95.478833,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,7,7,"Success",0.003086,50.1796,45.403523,0.000926,0.006551,0.001996,0.000297,0.002346,95.599191,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,8,7,"Success",0.003092,49.970156,45.410169,0.000907,0.00638,0.001961,0.000287,0.002704,95.396409,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,9,7,"Success",0.002976,49.798719,45.240093,0.000993,0.006368,0.002099,0.000306,0.002329,95.054711,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,10,7,"Success",0.003189,50.209161,45.410662,0.000828,0.006453,0.001967,0.000292,0.002462,95.635726,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",512,0,0,11,7,"Success",0.00315,50.165146,45.678554,0.000991,0.007133,0.002564,0.000394,0.00232,95.860948,4096,0,4096,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,0,8,"Warmup",0.000538,73.612418,66.818626,0.001681,0.007937,0.006267,0.010766,0.002333,140.461543,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,1,8,"Warmup",0.019313,73.201789,67.055039,0.001523,0.007523,0.005834,0.00066,0.002312,140.294656,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,2,8,"Success",0.01929,73.097645,66.61201,0.001603,0.008129,0.004762,0.000578,0.002414,139.747104,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,3,8,"Success",0.019192,72.578264,66.352799,0.00146,0.007581,0.005807,0.000544,0.002449,138.968791,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,4,8,"Success",0.019546,72.74116,66.575756,0.001397,0.007391,0.004375,0.000606,0.002159,139.353222,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,5,8,"Success",0.018299,72.861766,66.770048,0.00158,0.0075,0.005713,0.000594,0.002634,139.668871,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,6,8,"Success",0.018901,72.633626,66.637215,0.001482,0.007692,0.004663,0.000547,0.002268,139.307148,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,7,8,"Success",0.018363,72.888839,66.641938,0.002029,0.007825,0.00417,0.000524,0.002751,139.567235,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,8,8,"Success",0.01971,72.809129,66.611519,0.001497,0.007558,0.004402,0.000638,0.002289,139.45744,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,9,8,"Success",0.018269,72.889394,66.588312,0.001307,0.006735,0.00459,0.000552,0.002498,139.512343,8192,0,8192,1.1786158654e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,10,8,"Success",0.018263,72.625306,66.61962,0.0014,0.007794,0.004415,0.000592,0.002402,139.280537,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",1024,0,0,11,8,"Success",0.019183,72.667375,66.463895,0.001674,0.007428,0.004287,0.000588,0.002318,139.167558,8192,0,8192,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,0,9,"Warmup",0.000972,110.812506,103.254903,0.002952,0.012434,0.009717,0.000953,0.002758,214.09812,16384,0,16384,1.053928551e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,1,9,"Warmup",0.003525,110.585675,102.686955,0.003172,0.013305,0.009921,0.00094,0.002779,213.306989,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,2,9,"Success",0.003414,111.212522,102.828894,0.002826,0.013433,0.010003,0.000962,0.002523,214.075382,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,3,9,"Success",0.003182,110.636653,103.41909,0.003,0.012802,0.009923,0.000957,0.003094,214.089404,16384,0,16384,1.053928551e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,4,9,"Success",0.003237,110.509111,103.342405,0.002812,0.012461,0.009895,0.000928,0.002821,213.884376,16384,0,16384,1.053928551e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,5,9,"Success",0.003138,110.549742,103.466831,0.003082,0.012599,0.0098,0.000956,0.002813,214.049696,16384,0,16384,1.053928551e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,6,9,"Success",0.003256,110.251211,103.420506,0.002599,0.013319,0.009798,0.000952,0.002743,213.705085,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,7,9,"Success",0.00343,110.96189,103.29273,0.002718,0.013589,0.009782,0.000927,0.002421,214.288414,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,8,9,"Success",0.002968,110.323499,103.707442,0.002663,0.012192,0.009783,0.00092,0.002711,214.062912,16384,0,16384,1.053928551e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,9,9,"Success",0.003186,110.047555,102.847169,0.002986,0.012582,0.010315,0.000957,0.003208,212.928628,16384,0,16384,1.053928551e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,10,9,"Success",0.003257,110.536017,103.379983,0.00274,0.012981,0.009669,0.000933,0.002902,213.949312,16384,0,16384,1.053928551e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",2048,0,0,11,9,"Success",0.003264,110.361094,103.576589,0.002969,0.013777,0.009767,0.000974,0.002905,213.972112,16384,0,16384,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,0,10,"Warmup",0.000942,195.056069,183.398238,0.005542,0.029661,0.023599,0.002061,0.004004,378.520902,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,1,10,"Warmup",0.004368,195.525621,183.894189,0.004996,0.029115,0.023852,0.002182,0.003589,379.488667,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,2,10,"Success",0.004366,195.013685,183.581063,0.00534,0.03029,0.023569,0.00206,0.003866,378.665316,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,3,10,"Success",0.004417,193.891675,183.024205,0.005734,0.02895,0.023182,0.002063,0.003804,376.984891,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,4,10,"Success",0.004265,194.958675,183.785933,0.005198,0.029966,0.024148,0.002046,0.004109,378.81508,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,5,10,"Success",0.004342,195.16492,183.574981,0.005161,0.029988,0.024327,0.002096,0.004301,378.81086,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,6,10,"Success",0.004266,196.525329,184.340418,0.005085,0.031518,0.023508,0.002049,0.003617,380.936647,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,7,10,"Success",0.003891,194.351946,183.311441,0.004985,0.027654,0.023589,0.00211,0.004473,377.730899,32768,0,32768,1.0537998583e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,8,10,"Success",0.004349,195.847986,183.607935,0.005519,0.03796,0.023659,0.002008,0.004679,379.534831,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,9,10,"Success",0.004388,196.266065,183.522474,0.00496,0.029562,0.026776,0.002002,0.003759,379.860851,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,10,10,"Success",0.00455,195.150179,183.556683,0.005167,0.027483,0.02341,0.002067,0.004089,378.774362,32768,0,32768,1.0537998583e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",4096,0,0,11,10,"Success",0.004415,194.832439,183.326451,0.005212,0.029897,0.023718,0.002023,0.003726,378.228599,32768,0,32768,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,0,11,"Warmup",0.000444,351.850441,336.347256,0.010759,0.057037,0.049178,0.003697,0.004667,688.324305,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,1,11,"Warmup",0.003186,348.085219,335.918428,0.010268,0.055087,0.050243,0.003728,0.004593,684.131568,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,2,11,"Success",0.00349,348.402614,335.697221,0.010359,0.058547,0.049481,0.004092,0.036786,684.263344,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,3,11,"Success",0.003485,352.981587,334.439413,0.010554,0.054371,0.050361,0.003679,0.043729,687.588029,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,4,11,"Success",0.003504,349.094249,334.135548,0.010255,0.056467,0.049546,0.003777,0.004396,683.358539,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,5,11,"Success",0.003205,348.712534,335.687678,0.010392,0.060187,0.050157,0.003763,0.003943,684.5327,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,6,11,"Success",0.003278,350.400904,335.178055,0.010018,0.05943,0.049694,0.00382,0.036278,685.742272,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,7,11,"Success",0.003496,350.011453,336.93402,0.010298,0.055642,0.050198,0.003695,0.040538,687.110204,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,8,11,"Success",0.003772,352.612666,334.359683,0.010168,0.056417,0.050481,0.003996,0.036172,687.134187,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,9,11,"Success",0.003763,348.343434,350.842922,0.011365,0.067055,0.05736,0.004757,0.036403,699.367955,65536,0,65536,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,10,11,"Success",0.00417,405.579461,333.438917,0.010007,0.055206,0.049673,0.003818,0.0371,739.179185,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",8192,0,0,11,11,"Success",0.003364,348.834778,334.809357,0.010655,0.061526,0.04974,0.003726,0.004578,683.778581,65536,0,65536,1.0537355296e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,0,12,"Warmup",0.012199,710.630611,697.934894,0.02285,0.144601,0.116363,0.009948,0.046937,1408.919396,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,1,12,"Warmup",0.027101,708.766336,686.314696,0.023581,0.151587,0.1152,0.010392,0.030591,1395.440623,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,2,12,"Success",0.024702,709.106993,689.426136,0.0228,0.139107,0.122244,0.01108,0.070679,1398.924532,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,3,12,"Success",0.025544,712.389724,685.660213,0.023393,0.1507,0.11836,0.009923,0.029176,1398.407923,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,4,12,"Success",0.024959,715.0041,686.6589,0.023719,0.143447,0.11487,0.008899,0.006635,1401.986446,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,5,12,"Success",0.024267,710.723155,682.197898,0.02345,0.136172,0.119438,0.009436,0.060657,1393.295358,131072,0,131072,1.0537033697e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,6,12,"Success",0.025571,709.487865,687.462587,0.021869,0.144387,0.118661,0.009724,0.007292,1397.278764,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,7,12,"Success",0.02523,716.286283,735.941516,0.026644,0.163498,0.146319,0.013314,0.088001,1452.691841,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,8,12,"Success",0.029717,732.690666,686.892952,0.020777,0.131288,0.12715,0.009238,0.063074,1419.965672,131072,0,131072,1.0537033697e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,9,12,"Success",0.025515,712.080516,685.356181,0.021895,0.145011,0.122866,0.009488,0.034358,1397.796757,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,10,12,"Success",0.025483,708.682355,683.073379,0.026852,0.136399,0.113762,0.008594,0.007117,1392.074754,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",16384,0,0,11,12,"Success",0.02475,712.899529,686.545374,0.022377,0.16233,0.113797,0.010209,0.033773,1399.813091,131072,0,131072,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,0,13,"Warmup",0.015596,1414.376481,1387.058584,0.06196,0.438622,0.277593,0.039754,0.09228,2802.361837,262144,0,262144,1.0536872909e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,1,13,"Warmup",0.03979,1416.54807,1394.482552,0.0579,0.384704,0.270044,0.036994,0.080263,2811.901334,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,2,13,"Success",0.045506,1407.931081,1398.2792,0.055669,0.369142,0.303337,0.041311,0.085673,2807.112168,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,3,13,"Success",0.038531,1413.492486,1451.574824,0.072046,0.497495,0.33446,0.050764,0.10007,2866.162063,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,4,13,"Success",0.06716,1467.113689,1397.542064,0.056042,0.402874,0.279058,0.039215,0.082007,2865.583359,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,5,13,"Success",0.03858,1412.657762,1383.626247,0.056042,0.376372,0.275683,0.033044,0.071232,2797.13607,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,6,13,"Success",0.042168,1412.751777,1388.916923,0.056283,0.385665,0.266801,0.035887,0.084368,2802.540891,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,7,13,"Success",0.037814,1416.311188,1394.950681,0.052844,0.335291,0.27153,0.033038,0.090993,2812.084392,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,8,13,"Success",0.03924,1485.441996,1405.803722,0.050947,0.315415,0.311357,0.033854,0.060612,2892.058356,262144,0,262144,1.0536872909e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,9,13,"Success",0.029577,1416.733514,1402.40117,0.058061,0.321555,0.288721,0.035471,0.09674,2819.965958,262144,0,262144,1.0536872909e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,10,13,"Success",0.041719,1430.993671,1398.084956,0.054399,0.35544,0.275745,0.03601,0.080419,2829.923505,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",32768,0,0,11,13,"Success",0.038954,1420.076907,1409.709708,0.057386,0.417401,0.291539,0.037277,0.0889,2830.719138,262144,0,262144,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,0,14,"Warmup",0.012391,3727.300298,3677.814676,0.143312,0.726247,0.747618,0.105988,0.152262,7407.004085,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,1,14,"Warmup",0.064074,3708.330849,3786.799401,0.149418,0.841144,0.76048,0.104449,0.118923,7497.170048,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,2,14,"Success",0.063186,3716.44608,3713.654508,0.142082,0.838011,0.723011,0.104254,0.13211,7432.104433,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,3,14,"Success",0.061525,3816.35244,3736.547974,0.153621,0.752018,0.902898,0.109228,0.145778,7555.026554,524288,0,524288,1.1780492167e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,4,14,"Success",0.061572,3724.313026,3795.58102,0.159641,0.754485,0.767134,0.099882,0.015938,7521.754415,524288,0,524288,1.1780492167e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,5,14,"Success",0.050694,3727.582521,3752.973289,0.141083,0.780089,0.736946,0.10741,0.148501,7482.521704,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,6,14,"Success",0.06548,3811.784765,3716.326349,0.143661,0.749677,0.735172,0.133082,0.141972,7530.081723,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,7,14,"Success",0.062625,3734.212911,3819.016485,0.167562,1.096489,2.470154,0.132787,0.124637,7557.285717,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,8,14,"Success",0.071932,3795.020586,3736.768983,0.141543,0.77824,0.737858,0.111228,0.016873,7533.648595,524288,0,524288,1.1780492167e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,9,14,"Success",0.050081,3752.977517,3887.389369,0.154051,0.818787,0.762021,0.108208,0.119897,7642.381208,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,10,14,"Success",0.067702,3747.449694,3765.026826,0.164368,0.722001,0.761993,0.108103,0.152195,7514.454407,524288,0,524288,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",65536,0,0,11,14,"Success",0.065,3819.332212,3723.829826,0.153785,0.757413,0.766431,0.111804,0.163502,7545.181423,524288,0,524288,1.1780492167e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,0,15,"Warmup",0.020168,2687.582748,2702.591212,0.199737,1.862961,1.889939,0.181355,0.09923,5394.428648,1048576,0,1048576,1.1780447227e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,1,15,"Warmup",0.062877,2872.174963,2735.33988,0.204946,1.988152,1.895807,0.161709,0.202815,5612.032475,1048576,0,1048576,1.1780447227e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,2,15,"Success",0.081702,2717.0086,2715.402289,0.204767,1.856669,1.982211,0.159033,0.221477,5436.918233,1048576,0,1048576,1.1780447227e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,3,15,"Success",0.08112,2851.445931,2723.132646,0.234958,1.950311,1.961413,0.175759,0.219872,5579.203624,1048576,0,1048576,1.1780447227e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,4,15,"Success",0.080132,2747.854498,2750.315016,0.203565,1.876696,2.00503,0.158106,0.219136,5502.713552,1048576,0,1048576,1.1780447227e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,5,15,"Success",0.082127,2691.47074,2802.289478,0.231836,1.864719,1.979103,0.151492,0.232054,5498.303182,1048576,0,1048576,1.1780447227e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,6,15,"Success",0.109074,2715.968463,2718.128324,0.205004,1.891717,2.015769,0.158677,0.219474,5438.69781,1048576,0,1048576,1.1780447227e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,7,15,"Success",0.083874,2837.654153,2915.114273,0.199626,2.068395,2.00067,0.158655,0.231068,5757.512053,1048576,0,1048576,1.1780447227e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,8,15,"Success",0.079276,2754.586134,2746.158718,0.195817,1.920268,1.943602,0.159051,0.234359,5505.278899,1048576,0,1048576,1.1780447227e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,9,15,"Success",0.082251,2806.942276,2896.105833,0.203291,2.000516,2.020084,0.1608,0.23865,5707.754979,1048576,0,1048576,1.1780447227e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,10,15,"Success",0.082875,2745.679772,2698.326754,0.249138,1.984169,1.962976,0.196791,0.240332,5448.724221,1048576,0,1048576,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",131072,0,0,11,15,"Success",0.082374,2752.701908,2829.20936,0.216369,2.674611,2.70364,0.206381,0.245111,5588.041585,1048576,0,1048576,1.1780447227e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,0,16,"Warmup",0.019005,7907.517105,7920.951905,0.486763,4.938325,4.905586,0.407307,0.200952,15839.428548,2097152,0,2097152,1.1780424758e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,1,16,"Warmup",0.066199,7710.871139,7986.81711,0.435059,4.43828,4.735725,0.376577,0.382328,15708.12404,2097152,0,2097152,1.1780424758e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,2,16,"Success",0.085905,7818.47116,7779.72604,0.431872,4.935437,5.412085,0.388259,0.381437,15609.833843,2097152,0,2097152,1.1780424758e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,3,16,"Success",0.085638,7828.905141,7873.310502,0.428914,4.675573,4.728916,0.374481,0.413178,15712.924431,2097152,0,2097152,1.1780424758e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,4,16,"Success",0.0843,7722.737702,7885.925554,0.422065,4.61328,4.722896,0.379224,0.412334,15619.299255,2097152,0,2097152,1.1780424758e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,5,16,"Success",0.083815,7828.499027,7735.731466,0.419908,4.562299,4.605648,0.391816,0.397705,15574.693247,2097152,0,2097152,1.1780424758e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,6,16,"Success",0.087104,7858.636027,7805.272833,0.428742,4.642363,4.478843,0.390381,0.40996,15674.348397,2097152,0,2097152,0,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,7,16,"Success",0.085484,7716.163031,7832.011914,0.42344,4.375753,4.697483,0.391621,0.374059,15558.524527,2097152,0,2097152,1.1780424758e-08,0
"Fftw","Inplace","Complex","float",1,"powerof2",262144,0,0,8,16,"Success",0.08589,7854.503231,7845.142263,0.420483,4.599262,4.972772,0.380033,0.367773,15710.473444,2097152,0,2097152,1.1780424758e-08,0
